subject_id,name,description,manufacturer,price
http://www.google.com/base/feeds/snippets/17651580132908652894,sos aggregation company corefx three level-core learning ltd.,a powerful graphics software program with selection of skill level to suit users of all ages;painting and drawing tools use realistic art effects and the program includes clipart photo-editing and animation tools system requirements: windows ba,,51.09
http://www.google.com/base/feeds/snippets/17663334954312320904,sos aggregation company ufo afterlight - topware interactive,,,33.52
http://www.google.com/base/feeds/snippets/17686732625070159576,aspyr media inc enemy territory: quake wars,,,47.04
http://www.google.com/base/feeds/snippets/17691332503246508957,abacus train sim modeler,microsoft train simulator brings the most realistic virtual train experience to the pc. already ms train simulator is the number one selling simulator in europe. and by all indications microsoft train simulator (ts) is a bestseller since it was ...,,29.84
http://www.google.com/base/feeds/snippets/17695920349455995837,alfred publishing inc learn to play keyboard,for beginners of all ages. based on best selling book series from alfred publishing - teaching the world to play music since 1922! system requirements: windows: pentium or compatible 32 mb ram 30 mb hd space 640x480 16-bit color display,,7.22
http://www.google.com/base/feeds/snippets/17624778694912125664,topics entertainment phonics success essentials,phonics success essentials is the leading-edge suite of software tools for the personal computer. ideal for young students at all learning levels phonics success essentials has educator-endorsed award-winning lessons that will improve any student?s ...,,17.55
http://www.google.com/base/feeds/snippets/17640225934406949646,dvo enterprises inc. cookn cd recipe cards,150 printer-ready decorative 3x5 recipe cards. package includes a magnetic recipe card holder to protect the cards from spills and splatters and the cook`n favorites cd with 150 delicious recipes from five of our best selling products.,,17.55
http://www.google.com/base/feeds/snippets/17647670175814866187,knowledge adventure inc. jumpstart advanced preschool v2.0,the complete get ready for school program jumpstart® advanced preschool is the complete get ready for school program. now including jumpstart toddlers it delivers more fun and engaging activities than ever in this 4-cd set. disc,,16.93
http://www.google.com/base/feeds/snippets/17648688592984612014,csdc visual thesaurus the - thinkmap inc.,the visual thesaurus is a new type of interactive dictionary and thesaurus that helps anyone from a student to a professional improve their vocabulary while having fun. with the visual thesaurus you?ll write more descriptively and find the right ...,,33.52
http://www.google.com/base/feeds/snippets/17724977097925207764,allume systems inc mediarecover,mediarecover retrieves your lost photos audio and videos from your cameras pdas and cellular phone's removable memory devices. system requirements: microsoft windows xp or vista or macintosh os x 10.3.9 or higher universal binary. com,,26.14
http://www.google.com/base/feeds/snippets/17723708447447202259,corel corporation corel wordperfect office x3 pro dvd,for proven performance plus easy deployment automation and customization choose corel® wordperfect® office x3 ? professional edition. it delivers powerful word processing versatile spreadsheets and multimedia presentations. plus you can open,,369.09
http://www.google.com/base/feeds/snippets/17733079574233143461,nova development corp photo explosion 3.0,turn ordinary photographs into memories you?re sure to cherish with the next generation in consumer photo editing software. photo explosion delivers powerful photo editing features spectacular special effects and professional-quality photo ...,,28.3
http://www.google.com/base/feeds/snippets/17738870551709614779,school zone interactive shapes on track software,shapes challenges children to identify and create basic shapes. engaging activities games and animated rewards make this electronic workbook a great way to learn! system requirements: windows®: microsoft® windows® 95 98 or hi,,9.45
http://www.google.com/base/feeds/snippets/17737819843616715912,nuance communications inc. dragon ns standard v9,dragon naturallyspeaking 9 allows people to perform nearly any computing task by speaking with their pc. this innovative software supports almost all windows applications and instantly turns the natural voice into text or commands at speeds up to ...,,92.51
http://www.google.com/base/feeds/snippets/17708766593513600591,corel corporation dvd movie factory 6 plus retial (english),ulead® dvd moviefactory® 6 plus is easy-to-use disc authoring and burning software for today?s digital lifestyle. put your favorite standard or high definition home movies shows or sports on dvds with professional-style menus. supports h,,74.08
http://www.google.com/base/feeds/snippets/17707372056830171464,magix entertainment corp. photostory on cd & dvd 5,magix photostory on cd & dvd 5 adds life to your photos: music fun animated motifs virtual camera movements zooms and great 3d effects make your slideshows more action-packed than any movie. system requirements: microsoft wind,,17.55
http://www.google.com/base/feeds/snippets/17715266298340609214,adobe systems inc flash remoting 1.0 (net&java 2)(2 users),macromedia flash remoting mx provides the connection between macromedia flash and your web application server making it fast and easy to create rich internet applications. with its powerful yet simple programming model you can easily integrate ri,,1928.09
http://www.google.com/base/feeds/snippets/17709309145330542949,aspyr media inc prey,prey is a groundbreaking first-person shooter that turns the genre upside-down with new gameplay features and next generation graphics. breaking the traditional first-person shooter format prey introduces innovative gameplay elements including ...,,47.04
http://www.google.com/base/feeds/snippets/18037480601440105621,fogware publishing weekly reader ls mastering elementary & middle school math,weekly reader?s mastering elementary & middle school math is an excellent way to help students of all levels succeed in math. dynamic audio and video powered lesions make learning fun and facilitate understanding of core math concepts. lessons com,,16.93
http://www.google.com/base/feeds/snippets/18305953820307083661,topics entertainment instant immersion italian deluxe 2.0 (mass merchant box),your first class journey to a new ready to commence with instant immersion italian deluxe v2.0 the multimedia learning collection on cd-rom and audio compact disc. start your italian instruction at your computer with talk to me italian offering ...,,31.06
http://www.google.com/base/feeds/snippets/17602054056835540213,dreamcatcher interactive sentinel: descendants in time,the tastan civilization succumbed to extinction many years ago; their only legacy being the mysterious tastan caverns. some believe the caverns hold an invaluable treasure while others say great wealth is attained through the knowledge and ...,,17.55
http://www.google.com/base/feeds/snippets/18127050167172376780,delorme mapping topo usa 6.0 east region,wouldn?t it be nice to always have exactly the right kind of map whatever your needs may be? you will with the uniquely versatile delorme atlas & gazetteer series. these topographic atlases cover individual states with the most comprehensive ...,,43.36
http://www.google.com/base/feeds/snippets/17578507241939502542,midisoft corporation guitar tool - worship edition,it is the most complete software for praise & worship guitar players with 1000 plus hymns included. it features a 3000 plus chord dictionary player editor metronome. the tuner supports many stringed instruments. imports lyric/chord text files ...,,43.36
http://www.google.com/base/feeds/snippets/17582660229215283000,destineer inc age of empires iii: the warchiefs expansion pack,the warchiefs is the new expansion pack for the best-selling real-time strategy (rts) title age of empires iii. age of empires iii: the warchiefs will engage gamers of all ages and types in epic warfare in the americas where they will lead the ...,,26.14
http://www.google.com/base/feeds/snippets/17588771746186862436,emedia music corp emedia blues guitar legends,emedia`s blues guitar legends is the ultimate way to learn how to play classic blues songs from the masters themselves! music notation is highlighted as songs play while an animated fretboard displays fingerprints in real-time so that you don`t ...,,24.81
http://www.google.com/base/feeds/snippets/17998064550570873069,fogware publishing funny faces,the fun starts here! use your imagination and transform into any character you want to be. laugh click and create a new you with funny faces photo edition software! features: invent a hilarious new look using your own digital image! chan,,16.93
http://www.google.com/base/feeds/snippets/17615743519264436737,onone software essentials for adobe photoshop elements version 2 - full,,,59.33
http://www.google.com/base/feeds/snippets/17614065814468597783,sos aggregation company web graphics creator - laughingbird software,,,31.26
http://www.google.com/base/feeds/snippets/17827472274973329884,strategy first inc. great invasions,great invasions plunges you back into the dark age of europe when barbarian tribes and nation states quarreled & warred. lead armies in the epic conquest of europe -- by force or diplomacy your dominance must be established. conquer your opponents ...,,34.07
http://www.google.com/base/feeds/snippets/17776155287333548087,masque publishing sportsmans double play,includes sport fishing professional with 15 different species 7 levels and 5 rods and sport shooting with 7 disciplines 12 different firearms and 3 crossbows. system requirements: windows -95/98/nt/2000/me/xp 64 mb ram 32 mb h,,17.55
http://www.google.com/base/feeds/snippets/18251424810598585817,csdc liquid ledger personal finance - modeless software,personal finance software for max os x. liquid ledger is a personal accounting solution that can help you analyse monthly spending and find cash you never knew you had. it offers a comprehensive set of accounting tools to help you track banking and ...,,71.01
http://www.google.com/base/feeds/snippets/18277858650749573891,csdc power translator 11 premium - language engineering company,from the creator of the world?s leading translation technology translate 21 languages. translate text files blogs email web pages search items instant messages and chats. translate from any program effortlessly! </,,64.25
http://www.google.com/base/feeds/snippets/17836395815164917371,topics entertainment instant immersion hawaiian audio,holiday in honolulu? meetings on maui? from kaua'i to kona now you can join the conversation with instant immersion hawaiian the dynamic audio language learning system on 8 compact discs.,,12.05
http://www.google.com/base/feeds/snippets/18111145490199629534,hal leonard allegro 2007 5-user labpack,,,272.94
http://www.google.com/base/feeds/snippets/17941162981056466173,true north technology inc. northstar,with northstar? you can use mac and pc applications side by side. it's simple and easy to use. northstar? allows you to purchase and instantly access a large library of software titles that are just a click away. if the software is n,,46.5
http://www.google.com/base/feeds/snippets/17520994730465780544,fogware publishing weekly reader ls mastering high school 2008,developed by educational experts the weekly reader mastering high school learning system provides a complete and proven system for accelerated learning. all core subjects are covered with 86 of the best educational titles available. lessons are ...,,24.91
http://www.google.com/base/feeds/snippets/17521446718236049500,nero inc nero 8 ultra edition,,,88.83
http://www.google.com/base/feeds/snippets/17523098183862840727,sos aggregation company brain builder - core learning,,,15.91
http://www.google.com/base/feeds/snippets/18011756922272923721,aspyr media inc return to castle wolfenstein,you are bj blazkowicz a highly decorated army ranger recruited into the office of secret actions (osa) tasked with escaping and then returning to castle wolfenstein in an attempt to thwart heinrich himmler's occult and genetic experiments. himmler,,19.07
http://www.google.com/base/feeds/snippets/17535862274044952617,masque publishing solitaire antics deluxe,50 different games of solitaire includes tours double deck games customizable rules and options high score and statistics tracking and features many new decks backgrounds sound effects and animations the palm pilot and windows ce versions ...,,8.46
http://www.google.com/base/feeds/snippets/17504372812251027705,adobe systems inc flash remoting 1.0 (net&java 1)(1 user),macromedia flash remoting mx provides the connection between macromedia flash and your web application server making it fast and easy to create rich internet applications. with its powerful yet simple programming model you can easily integrate ri,,964.22
http://www.google.com/base/feeds/snippets/17506547254238780201,abacus aircraft collectors second edition,,,17.55
http://www.google.com/base/feeds/snippets/17477502346334387395,bobby walters academy award winners,1. evergreen (love theme from ?a star is born?) 2. chim chim cher-ee (from ?mary poppins?) 3. talk to the animals 4. the windmills of your mind 5. born free 6. the shadow of your smile (love theme from ?the sandpiper?),,23.59
http://www.google.com/base/feeds/snippets/17479437813216357894,ca antivirus 2007,ca antivirus 2007 is an award-winning antivirus solution that provides complete protection detection and eleimnation of thousands of computer viruses worms and trogan horse programs. system requirements: 10 mb hard disk space,,32.28
http://www.google.com/base/feeds/snippets/17501757616782483517,zone labs zonealarm pro,zonealarm pro delivers powerful multi-layered security to your pc with an advanced firewall anti-spyware spy-site blocking identity theft protection privacy protection and much more! system requirements: windows 2000 pro/xp.,,30.17
http://www.google.com/base/feeds/snippets/17501987182659378619,simply magazine sales skills,sales skills provides key information about how to sell with extensive video role playing examples and instruction. system requirements: windows 95 98 or nt 4.0 with a pentium processor 16 mb available ram 15 mb available hard drive space cd,,3.1
http://www.google.com/base/feeds/snippets/17762641182538089473,encore inc hoyle solitaire,hoyle solitaire gives you 50 different variations of solitaire and built-in tutorials to teach you the rules from the official name in gaming hoyle. system requirements: windows® 98/me/2000/xp pentium ® processor or faster 40 mb har,,7.83
http://www.google.com/base/feeds/snippets/4921806606938865897,simple slide show,simple to do from the click of your camera to the click of your mouse transforming your photos into a customized carousel to share has never been easier. and with simple slide show you'll have everything you need to transfer your existing ...,,15.9
http://www.google.com/base/feeds/snippets/5558998293398547766,print master platinum v17,overview if youve got a passion for creative self-expression youll find endless inspiration in this sophisticated easy-to-use program. enjoy all of the great features you expect from printmaster plus brilliant new upgrades that make personal ...,,29.9
http://www.google.com/base/feeds/snippets/17546591632033422235,delorme mapping street atlas usa 2007 plus dvd xx,import edit and display your vital contactmanager data get over 140 million us and canadianresidential and business phone listings free print large-format wall maps all the features and capabilities found instandard version,,53.37
http://www.google.com/base/feeds/snippets/17544872940647061920,knowledge adventure inc. jumpstart world 2nd grade - mini box,welcome to jumpstart world 2nd grade a revolutionary 3d world of learning that actually progresses in response to a child?s own learning pace. it?s super-personalized wildly imaginative and really fun but don?t let that fool you - it also teaches ...,,16.93
http://www.google.com/base/feeds/snippets/17634318125830822917,findex.com inc quickverse bible study 2007 bible suite,bible scholars pastors teachers group leaders students and new believers will all harness the power of computer bible study and achieve instant results with quickverse! from greek/hebrew word study to simple daily reading plans -- quickverse ...,,24.89
http://www.google.com/base/feeds/snippets/17544063525352738794,global marketing partners video patrol 5.0 - honest technology,with just a few clicks turn your computer and pc camera into a powerful video surveillance system. new and enhanced features include: email notification scheduled monitoring real time monitoring multiple pc cameras data backup/burning ftp ...,,25.2
http://www.google.com/base/feeds/snippets/17456162504360585884,topics entertainment snap! kakuro,snap! kakuro is the big sister to the popular number logic game sudoku. in kakuro follow mathematical clues to fill in an irregularly-shaped grid to complete the puzzle- it's a crossword for numbers instead of words! system requirements:,,3.44
http://www.google.com/base/feeds/snippets/12729065138733783657,american sign language,as the third most commonly used language in the united states american sign language is the fastest growing form of communication. instant immersion american sign language is the quick and easy way many beginners learn how to sign. based on the ...,,10.57
http://www.google.com/base/feeds/snippets/17453864721509833307,findex.com inc sermon builder 4.0,sermon builder 4.0 includes everything you need to create punctuated sermons comprehensive lessons and in-depth bible studies. it gives you access to any verse word or topic in the bible and over 50000 related articles. system requirements:,,43.33
http://www.google.com/base/feeds/snippets/17453432506391757198,encore inc adventure workshop 4th-6th grade 8th edition,introduce your child to an exciting on-screen learning environment brimming with award-winning adventures. * gear up for a villain hunt adventure by answering 200 multiple-choice-style reading comprehension questions advance through five levels of,,17.1
http://www.google.com/base/feeds/snippets/17450858518393943272,orion/imaginova starry night screensaver,hitchhike on a comet as it streaks past incredible 3-d planets. hop off at mars for the breaking red dawn or at pluto in perpetual twilight. tour entrancing space-scapes featuring the latest imagery from the hubble and spitzer telescopes. speed ...,,16.27
http://www.google.com/base/feeds/snippets/2096220602293961985,spelling,all the important spelling skills your child needs taught in a fun style they'll love! / ages 5-9.,,4.93
http://www.google.com/base/feeds/snippets/17440820469218114890,abacus ultra sudoku/ultra kakuro,sudoku is addicitve sudoku is hot ultra sudoku is one of the hottest sudoku's around easy playing: type the number drag the number or right-click the number generate puzzles: 4 x 4 for beginners or chi,,17.55
http://www.google.com/base/feeds/snippets/17424435152951418977,individual software inc systemsuite 8 professional (us pos),,,46.42
http://www.google.com/base/feeds/snippets/17411076438303340250,big tiny little big tiny little - a tiny little christmas,1. santa claus is coming to town 2. let it snow! let it snow! let it snow! 3. (there's no place like) home for the holidays 4. here comes santa claus 5. i'll be home for christmas 6. frosty the snowman 7. winter wonderland 8. rudolph the red-nosed ...,,23.59
http://www.google.com/base/feeds/snippets/17411408037622367354,avanquest usa llc pcdefense,offers full protection against a wide range of spyware crimeware malware keyloggers rootkits viruses and other stealth applications pcdefense protects you from: spyware - spyware scan removes the spyware that's compromising your privacy r,,26.11
http://www.google.com/base/feeds/snippets/17926987006913487270,knowledge adventure inc. jumpstart 4th-6th grade v 2.0 b43,,,16.93
http://www.google.com/base/feeds/snippets/17641037628832356751,emedia music corp guitar pro v 5.1 (hybrid),guitar pro is a complete workshop for guitarists at an affordable price. guitar pro is known as the most powerful and intuitive tablature editor available. system requirements: windows 98se/2000/xp: pentium 500mhz - 256 meg ram - sound card cd-,,51.92
http://www.google.com/base/feeds/snippets/4635585281695496952,apple remote desktop 3 (10 managed systems),system requirements mac os x v10.3.9 or later; some features require mac os x v10.4 ethernet (recommended) airport (802.11b/g) or ip over firewire network connection requires mac os x v10.4 tiger or later on client system. requires mac os x v10.4 ...,,299.99
http://www.google.com/base/feeds/snippets/17476622898499473532,encore inc monopoly 3,monopoly brings the classic board game to life! you'll be entertained for hours as you try to bankrupt your opponents and stay out of jail! system requirements: operating system: windows(r) 98/me/xp processor: pentium(r) ii 333 mhz memory: 3,,7.17
http://www.google.com/base/feeds/snippets/17471276055285923188,re:launch piano wizard premier software & stickers & midi cable,piano wizard? is an amazingly simple pc video game that teaches virtually anyone to play the piano in minutes. includes software 200 songs/lessons colored stickers and usb/midi cable to connect a midi keyboard. add 1000?s of songs with the p,,113.86
http://www.google.com/base/feeds/snippets/17467141222535233488,intuit inc quicken home inventory manager,quicken home inventory manger makes it easy to prepare for any eventuality by keeping an accurate inventory of your belongings. system requirements: windows 2000/2003/xp/vista ibm or compatible pentium 200(pentium ii 300 reco,,29.78
http://www.google.com/base/feeds/snippets/18142071205016449884,avanquest usa llc spycatcher 2007,detect and remove spyware spycatcher is the first and only anti-spyware solution that continuously protects consumers from next-generation mutating spyware easily and safely. spycatcher enables even novice pc users to remove and block the most ins,,17.5
http://www.google.com/base/feeds/snippets/17943324820292919047,global marketing partners antivirus v.10 - bit defender,bitdefender antivirus v10 provides you with worry-free antivirus antispyware and antirootkit protection for 2 years and 2 pcs. you get a security suite that combines the best antivirus antispyware and antirootkit detection and removal along with a ...,,31.96
http://www.google.com/base/feeds/snippets/11359745283620291559,madison media software aspvms8000 - acad vegas movie studio +dvd 8 platinum,madison media software aspvms8000 : madison media software acad vegas movie studio +dvd 8 platinum - aspvms8000,,81.97
http://www.google.com/base/feeds/snippets/2062975649512805986,3d home architect home v.8by encore software,3d home architect home v.8by encore software,,33.92
http://www.google.com/base/feeds/snippets/2084347887571442067,encore software 11290 - scrabble complete - win 98 me xp,encore software 11290 : scrabble takes the world s most popular word game and adds a new dimension. try more than a dozen mini-games for quick doses of scrabble fun. system requirements: operating system: windows 98/me/xp processor: pentium ii 333 ...,,7.69
http://www.google.com/base/feeds/snippets/2651646167662758246,encore software 11610 - scrabble with bonus clue - win 98 me 2000 xp,encore software 11610 : scrabble takes the world s most popular word game and adds a new dimension. try more than a dozen mini-games for quick doses of scrabble fun. system requirements: operating system: windows 95/98/me/xp processor: pentium ii ...,,18.97
http://www.google.com/base/feeds/snippets/4108712449976038856,encore software 11750 - game of life - win 95 98,encore software 11750 : the game of life is better than you remember! features: - animated videos - mini-games - rock-n-roll soundtrack from the 60's to the present - 6 players (internet or lan) system requirements: windows 95/98; pentium 90 mhz cpu ...,,7.69
http://www.google.com/base/feeds/snippets/17596883596074762243,adobe photoshop elements 4.0 photo-editing software for mac,adorama camera: everything you need to edit organize and show your photos adobe photoshop elements 4.0 software combines power and simplicity to help you do it all. edit and enhance your photos by fixing common flaws instantly or using advanced ...,,85.95
http://www.google.com/base/feeds/snippets/381135748290856568,encore software 10567 - hoyle puzzle games 2007 - win 98 me 2000 xp,encore software 10567 : 30+ classic puzzle games brought to you by hoyle the 1 family entertainment brand. from sudoku to crosswords to mahjongg there is fun for the whole family. system requirements: windows 98se/me/2000 sp4/xp sp1* pentium iii ...,,18.97
http://www.google.com/base/feeds/snippets/318535575684738487,encore software 33020 - jackpot tycoon - win 98 me 2000 xp,encore software 33020 : go a head. be ruthless. the house always wins! don't get worked by the underbelly of sin city's finest swindlers pick- pockets & sharks! turn your fledgling casino floor into a bustling hotspot system requirements: me 2000 ...,,8.44
http://www.google.com/base/feeds/snippets/9685850187894108398,encore software 11630 - monopoly tycoon - win 98 me 2000 xp,encore software 11630 : monopoly tycoon rolls simulation and strategy into one game! build businesses and watch your profits grow in real-time! don t stop until you own it all! system requirements: minimum system requirements: operating system: ...,,7.69
http://www.google.com/base/feeds/snippets/15030217405491356248,encore software 11140 - fate - win 2000 xp,encore software 11140 : live the adventurer's life in this character-based fantasy game. choose your character and pet companion as you journey through limitless caverns dungeons and tunnels and determine your destiny. system requirements: windows ...,,18.97
http://www.google.com/base/feeds/snippets/2328950736697317790,encore software 10449 - high school advantage 2007 - win 98 me 2000 xp,encore software 10449 : high school advantage 2007 delivers the most award-winning content aligned with classroom curriculum. get the best results with over 3000 lessons and exercises in the core subjects. system requirements: windows 98se/me/2000 ...,,26.97
http://www.google.com/base/feeds/snippets/14007918865629410175,encore software 12380 - high school advantage 2008 - win 2000 xp vista,encore software 12380 : high school advantage 2008 delivers the most award-winning content aligned with classroom curriculum. get the best results with over 3000 lessons and exercises in the core subjects. system requirements: windows 2000 sp4/xp ( ...,,34.97
http://www.google.com/base/feeds/snippets/12942134175594025487,encore software 12370 - middle school advantage 2008 - win 2000 xp vista,encore software 12370 : middle school advantage 2008 delivers the most award-winning content aligned with classroom curriculum. get the best results with over 3000 lessons and exercises in the core subjects. system requirements: windows 2000 sp4/xp ...,,34.97
http://www.google.com/base/feeds/snippets/1861020527779170726,encore software 11580 - monopoly with bonus risk - win 98 me 2000 xp,encore software 11580 : monopoly brings the classic board game to life on your computer! featuring a bonus full-version game of risk - you ll be entertained for hours! system requirements: operating system: windows(r) 95/98/me/xp processor: pentium( ...,,18.97
http://www.google.com/base/feeds/snippets/1781031509566531842,encore software 10653 - professor fujis kakuro - win 98 me 2000 xp,encore software 10653 : professor fuji s kakuro offers the most puzzles and excitement for puzzle lovers at all levels! pick up a pencil and prepared to be stumped! system requirements: windows 98se/me/2000 sp4/xp sp1 pentium iii 450mhz 128mb ram 8x ...,,7.69
http://www.google.com/base/feeds/snippets/1187936019689259805,encore software 10392 - network now! pro (win 98 me 2000 xp),encore software 10392 : easy visual set up with unique 3d home graphic. share internet connection printers peripherals and files between your pcs. troubleshoot problems. protect network and data. system requirements: windows 2000 sp4/xp sp1*; ...,,34.97
http://www.google.com/base/feeds/snippets/1160856703276103950,encore software 13780 - westward - win 98 me 2000 xp vista,encore software 13780 : enter the wild rough and tumble world of westward where adventure and untold fortunes await you. fight thieven' bandits discover gold mines and run a thriving town. system requirements: windows 98/me/2000 sp4/xp (home & ...,,18.97
http://www.google.com/base/feeds/snippets/594191839879876004,encore software 14080 - q*bert - win 2000 xp vista,encore software 14080 : hop q*bert around the board while avoiding coily ugg wrongway slick and sam! look out for coily he ll chase q*bert all around the board. change the color of the cubes to complete each round. based on the 80 s arcade ...,,7.69
http://www.google.com/base/feeds/snippets/9847776401829585115,encore software 11670 - who wants to be a millionaire? - win xp 2000,encore software 11670 : based on abc s hit tv show who wants to be a millionaire america s favorite trivia game is back with new and more complex questions! system requirements: windows 2000 sp4 / xp (home & pro) sp2³ pentium class processor 200 ...,,7.69
http://www.google.com/base/feeds/snippets/7702263644150091221,webroot software 65210 spy sweeper 3 pc,spy sweeper 4.5 with the most advanced blocking detection and removal capabilities on the market. today's spyware is far more harmful than ever before placing personal information privacy and perhaps even your identity at risk.dedicated to ...,webroot software,31.99
http://www.google.com/base/feeds/snippets/13440353610523579374,encore software 11250 - brain food games: cranium collection 2006 - win 98 me 2000 xp,encore software 11250 : brain food games cranium collection is back and better than ever! new content new games to train your brain for maximum efficiency! system requirements: windows 2000 sp4/xp (home& pro) sp2³ pentium iii 450 mhz processor or ...,,18.97
http://www.google.com/base/feeds/snippets/17308332648335562662,encore software 11252 - brain food games: cranium collection 2006 - win 98 me 2000 xp,encore software 11252 : brain food games cranium collection is back and better than ever! new content new games to train your brain for maximum efficiency! system requirements: windows 2000 sp4/xp (home& pro) sp2³ pentium iii 450 mhz processor or ...,,18.97
http://www.google.com/base/feeds/snippets/6052848636732301170,encore software 25020 - marine aquarium 2.5 (hybrid) - win 95 98 me 2000 xp/mac 10.1 or higher,encore software 25020 : marine aquarium 2.5 hybrid discover the virtual fish tank phenomenon that has everyone talking! marine aquarium 2.5 delivers a stunning undersea paradise through your desktop with 26 exotic species of fish. system ...,,19.97
http://www.google.com/base/feeds/snippets/1503028931039652298,encore software 14130 - wheel of fortune deluxe - win 98 me 2000 xp vista,encore software 14130 : spin the wheel and experience the enhanced game play and vivid graphics of the updated version of america's 1 game show! pick a consonant or buy a vowel to solve puzzles in three exciting new game modes; road trip group ...,,18.97
http://www.google.com/base/feeds/snippets/10702491954940587385,encore software 10443 - elementary school advantage 2007 - win 98 me 2000 xp,encore software 10443 : elementary school advantage? 2007 delivers the most award-winning content aligned with classroom curriculum. get the best results with over 1000 lessons and exercises in the core subjects. system requirements: windows 98se/me ...,,26.97
http://www.google.com/base/feeds/snippets/5609692463569230619,encore software 12360 - elementary advantage 2008 - win 2000 xp vista,encore software 12360 : elementary school advantage? 2008 delivers the most award-winning content aligned with classroom curriculum. get the best results with over 1000 lessons and exercises in the core subjects. system requirements: windows 2000 ...,,34.97
http://www.google.com/base/feeds/snippets/6804198758936861643,encore software 10598 - registry mechanic - win 98 me 2000 xp,encore software 10598 : how smooth does your computer run? registry mechanic will safely scan clean repair and optimize the windows registry with a few simple mouse clicks. system requirements: windows 98se/me/2000 sp4/xp (home and pro) sp1³ ...,,26.97
http://www.google.com/base/feeds/snippets/11742689310169054682,encore software 12390 - math advantage 2008 - win 2000 xp vista,encore software 12390 : math advantage? 2008 delivers award-winning content aligned with classroom curriculum. get the best results with over 450 lessons and exercises in in the different branches of mathematics system requirements: windows 2000 sp4 ...,,34.97
http://www.google.com/base/feeds/snippets/4081985616275580076,apple software m9301z/b soundtrack v1.2,produce music with thousands of loops and effects! soundtrack brings the art of music composing to everyone. with minimal cost and effort you can produce custom music to your video dvd or web project. you wont need to license a song or hire a ...,apple software,199
http://www.google.com/base/feeds/snippets/15528939772983751628,topics entertainment 80796 - topics math success 2007 deluxe for windows - educational software - pc,topics entertainment 80796 : math success deluxe 2007 is the leading-edge suite of software tools for the personal computer. ideal for young students at all learning levels math success deluxe 2007 has educator-endorsed award-winning lessons that ...,,33.97
http://www.google.com/base/feeds/snippets/16171315423038143989,punch software 26100 punch! master landscape and home design (small box),punch! master landscape & home design offers an extensive plantings database deck topography and new technology integrating your actual home photos into infinite 3d views. punch! master landscape & home design includes an extensive sortable ...,punch software,45.99
http://www.google.com/base/feeds/snippets/14941513108998426217,punch software 20100 punch! 5 in 1 home design,total interior and exterior home design with realistic high-resolution 3d graphics!,punch software,35.99
http://www.google.com/base/feeds/snippets/1021042895134770712,encore software 10123 - aquarium 3-in-one limited edition (eurpac) - win 95 98 me 2000 xp,encore software 10123 : experience the 1 selling screensaver of all time marine aquarium plus goldfish aquarium and sharks. an amazing collection packed with stunning vibrance and detail. system requirements: pc: windows 98se/me/2000 sp4/xp (home ...,,18.97
http://www.google.com/base/feeds/snippets/18207838499884290592,e-mu modern symphonic orchestra for emulator x and proteus x sounds for software,modern symphonic orchestra - 5 dvds of orchestral samples for emulator x and proteus x software modules the modern symphonic orchestra from e-mu is a comprehensive collection of orchestral string brass woodwind and percussion samples delivered on ...,,329.99
http://www.google.com/base/feeds/snippets/712876185653102576,individual software resume maker professional deluxe 12.0,resumemaker is packed with powerful features to help you write better resumes land better jobs and earn higher salaries. whether you're actively searching for a job ready to advance your career or just want to get your resume into shape trust ...,,29.99
http://www.google.com/base/feeds/snippets/4968803125750101769,punch software master landscape professional & home design v 10.0,the new! master landscape pro and home design v10 includes a more robust interface for editing specifying precise dimensions displaying options and more. new enhancements for pool design gps sun angles and content updater along with 3d ...,,69.99
http://www.google.com/base/feeds/snippets/12243674671451624208,panda software panda internet security 2007,the new panda internet security 2007 is a complete solution which protects you against identity theft against viruses spyware hackers and other internet threats.,,69.99
http://www.google.com/base/feeds/snippets/12849123232978824729,individual software professor teaches excel & word,professor teaches excel and word is the complete multimedia training program for the most popular microsoft applications. it covers versions for office 2003 and office xp. both core and advanced courses are included. eight separate tutorials on two ...,,19.99
http://www.google.com/base/feeds/snippets/17491282253363994324,individual software professor teaches windows xp,professor teaches windows xp is the complete multimedia training program for the popular microsoft windows xp home edition and windows xp professional -- plus bonus training for digital media home & small office networking and internet ...,,19.99
http://www.google.com/base/feeds/snippets/6628446350064818078,encore software 14060 - terror strike - win 2000 xp,encore software 14060 : cto: counter-terrorist ops close-quarters assault is a tense accurate simulation of close quarters combat. lead four-man teams in assaults on terrorist strongholds. rescue hostages held at gunpoint. recreate the deadly ...,,18.97
http://www.google.com/base/feeds/snippets/5098650180744423847,adobe premiere pro cs3 software with encore cs3 and onlocation cs3 (windows only) full version for macintosh,adorama camera: tell your story with maximum impact using adobe premiere pro cs3 software the start-to-finish solution for efficient video production that now includes adobe onlocation cs3 (windows only) and adobe encore cs3 in the box. save time ...,,723.95
http://www.google.com/base/feeds/snippets/8589080476501847235,adobe premiere pro cs3 software with encore cs3 and onlocation cs3 (windows only) full version for windows,adorama camera: tell your story with maximum impact using adobe premiere pro cs3 software the start-to-finish solution for efficient video production that now includes adobe onlocation cs3 (windows only) and adobe encore cs3 in the box. save time ...,,723.95
http://www.google.com/base/feeds/snippets/9584209186514584056,onone software smartscale software,calumet photographic-the photographers catalog: whether you re a photographer graphic designer or printing professional a common problem creative professionals face is having to repurpose for example a postcard sized image for a poster size ...,,189.99
