subject_id||<http://schema.org/Product/warc>||<http://schema.org/Product/manufacturer>||<http://schema.org/Product/product_gtin>||<http://schema.org/Product/wattage>||<http://schema.org/Product/weight>||<http://schema.org/Product/phone_carrier>||<http://schema.org/Product/processor_type>||<http://schema.org/Product/front_cam_resolution>||<http://schema.org/Product/memory>||<http://schema.org/Product/width>||<http://schema.org/Product/body_material>||<http://schema.org/Product/depth>||<http://schema.org/Product/brand>||<http://schema.org/Product/display_resolution>||<http://schema.org/Product/phone_type>||<http://schema.org/Product/height>||<http://schema.org/Product/product_type>||<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>||<http://schema.org/Product/computer_operating_system>||<http://schema.org/Product/display_size>||<http://schema.org/Product/color>||<http://schema.org/Product/dimensions>||<http://schema.org/Product/rear_cam_resolution>||<http://schema.org/Product/ram>||<http://schema.org/Product/product_code>||<http://schema.org/Product/mpn>||<http://schema.org/Product/url>||<http://schema.org/Product/modelnum>||
http://dws.products.wdc/node48b7cb2c62f77b7d8a89458a8e3fefa5||newegg.com0.warc.nq.gz||||||||||||||||||||||||||||||||||<http://schema.org/Product>||||medium||pink||||||||||||http://www.newegg.com/product/product.aspx?item=9sia36739b0064&cm_re=htc_one_m9-_-9sia36739b0064-_-product||||
http://dws.products.wdc/node172e4044fa8231bdb8f691cc9af1f3||shop.com0.warc.nq.gz||||885909971671||2915mah||6.07 oz||sprint||||||64gb||3.06 in||||0.28 in||apple||1920 x 1080||iphone 6 plus||6.22 in||smartphone||<http://schema.org/Product>||||5.5 in||space gray||||8 mp||||||mgd22ll/a||http://www.shop.com/apple+iphone+6+plus+64gb+space+gray+sprint+-1077786322-o+.xhtml||||
http://dws.products.wdc/node56bcb257ca707bc843eba7d1f50cc51||bjs.com0.warc.nq.gz||||||||0.12 lbs.||||||||||||||||||||||||cell phone case||<http://schema.org/Product>||||||turquoise||0.9 x 4.5 x 8.4 in||||||685387413027||||http://www.bjs.com/griffin-slim-55-cell-phone-case-for-iphone-6-plus---turquoise.product.3000000000000101613?dimid=||gb40561||
http://dws.products.wdc/node2a90a234cbd83b6611bb855448dcbc||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||nokia||||lumia 1520||||||<http://schema.org/Product>||microsoft windows mobile||||red||||||||||6184a||http://www.ebay.com/itm/lot-of-4-nokia-lumia-1520-unlocked-16gb-gsm-at-t-4g-lte-good-100-functional-/262247574191?hash=item3d0f2c6aaf:g:zogaaoswoydwnvmv||||
http://dws.products.wdc/node32cf7b90bfc2c87dd33a3a536c6afbc4||ebay.com0.warc.nq.gz||||||||||||quad core||||32gb||||||||htc||||one m7||||||<http://schema.org/Product>||android||4.7 in||silver||||4 mp||2gb||821793034917||6500lvws-vzn-um871h1||http://www.ebay.com/itm/htc-one-m7-6500l-verizon-unlocked-32gb-4g-lte-android-smart-phone-silver-great-/291677395368?hash=item43e953d9a8:g:xqcaaoswfmzwsmrs||||
http://dws.products.wdc/node2dde3b897c67fdacff11656aa13266b||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||htc||||one m9||||||<http://schema.org/Product>||||5 in||gunmetal gray||||20 mp||||4718487671533||99hadh012-00||http://www.ebay.com/itm/mint-condition-gold-silver-htc-one-m9-32gb-at-t-clean-imei-more/321999374666?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d33878%26meid%3d66ea0fb61fc0424e8c3dcf68e10ff69a%26pid%3d100005%26rk%3d6%26rkt%3d6%26sd%3d301860215177&rt=nc||||
http://dws.products.wdc/node031213ef8e26298cc43dd6282ead2a3||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||samsung||||galaxy s6 edge||||||<http://schema.org/Product>||android||5.1 in||||||16 mp||||||sm-g925a||http://www.ebay.com/itm/samsung-galaxy-s6-edge-white-pearl-t-mobile-factory-unlocked-/301862770695?hash=item46486c5807:g:mlqaaoswoydwr7bp||||
http://dws.products.wdc/nodecffee94bca48fd53193b5d9b04292c||ebay.com1.warc.nq.gz||||885909600144||||3.95 oz||sprint||||||32gb||2.31 in||||0.3 in||apple||1136 x 640 pixels||iphone 5||4.87 in||smartphone||<http://schema.org/Product>||||4 in||white & silver||||8.0mp||||||md661ll/a||http://www.ebay.com/itm/apple-iphone-5-32gb-white-silver-sprint-smartphone-new-condition-/252277144502?hash=item3abce3bbb6:g:xomaaosw--1ws4jy||||
http://dws.products.wdc/nodeb8407e7aa51380dceda811873c51da||walmart.com1.warc.nq.gz||||||||||unlocked||||||||||||||lg||||g4||||||<http://schema.org/Product>||android||5.5 in||black||3.00 x 6.00 x 9.00 in||16 mp||||||h815 32gb blk leather||http://www.walmart.com/ip/lg-g4-h815-32gb-gsm-hexa-core-android-5.1-lollipop-smartphone-unlocked/46021975?action=product_interest&action_type=title&item_id=46021975&placement_id=irs-2-m2&strategy=pwvav&visitor_id&category=&client_guid=682e0b72-c917-4b4a-960d-7b7818efd9f3&customer_id_enc&config_id=2&parent_item_id=46641583&parent_anchor_item_id&guid=73e6d309-de54-4c28-bede-711b07ecd7f6&bucket_id=irsbucketdefault&beacon_version=1.0.1&findingmethod=p13n||||
http://dws.products.wdc/noded0da6151f3d27d16ba5b8bd72a8b6186||ebay.com0.warc.nq.gz||||||1810mah||4.55 oz||||||||16gb||2.64 in||||0.27 in||apple||1334x750||iphne 6||5.44 in||||<http://schema.org/Product>||||4.7 in||silver||||8 mp||||885909950669||mg4p2ll/a||http://www.ebay.com/itm/apple-iphone-6-16gb-silver-at-t-smartphone-cracked-screen-/252276092555?hash=item3abcd3ae8b:g:z3oaaoswfmzwskas||||
http://dws.products.wdc/node2bbfd74dbdd8345c679dc1714f8c3b7||ebay.com0.warc.nq.gz||||||||||||||||64gb||||||||htc||||one m9||||||<http://schema.org/Product>||||||gray||||||||does not apply||htc one m9 gunmetal gray||http://www.ebay.com/itm/htc-one-m9-gunmetal-gray-/252268861315?hash=item3abc655783:g:nh4aaoswl7vwqpes||||
http://dws.products.wdc/node5660142b4cb3a71d713d882afeaebacf||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||lg||||g4||||||<http://schema.org/Product>||android||5.5 in||gray||||16 mp||||||ebay_lgg432gbmetallicgray||http://www.ebay.com/itm/open-box-lg-g4-h815-factory-unlocked-32gb-4g-lte-smartphone-metallic-gray-/281771230183?hash=item419adfc3e7:g:-mmaaoswgq9vyl~e||||
http://dws.products.wdc/node60c5ddf8a78a6a2e379eb950b210fec4||flipkart.com19.warc.nq.gz||||||||||||||||||||||||professional||||||||||<http://schema.org/Product>||||||||||||||||||http://www.flipkart.com/professional-matte10421-screen-guard-nokia-lumia-520/p/itme834jwpfy6qjg?pid=acce834jusg346yk&ref=l%3a2646100806640418935&srno=b_20||||
http://dws.products.wdc/node2eff4ff136f1638acf1e7f4ab4646d1e||ebay.com0.warc.nq.gz||||||||||||quad core||||32gb||||||||htc||||one m8||||||<http://schema.org/Product>||||5 in||gray||||5 mp||||821793040123||0p6b120||http://www.ebay.com/itm/htc-one-m8-0p6b120-gray-at-t-t-mobile-unlocked-gsm-6620251-/252274386165?hash=item3abcb9a4f5:g:vpoaaoswvulwsbge||||
http://dws.products.wdc/nodeea7a91219bc1ad66eae7f85761a85066||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||lg||||g4||||||<http://schema.org/Product>||||||brown||||||||||lg g4 h815 leather brown 32gb||http://www.ebay.com/itm/open-box-lg-g4-h815-leather-brown-32gb-factory-unlocked-5-5-qhd-3gb-ram-/191757245046?hash=item2ca59f5a76:g:houaaoswfz1wab5y||||
http://dws.products.wdc/node3e93e5cee3a11e123e63f92ec5841d4||newegg.com0.warc.nq.gz||||||||||||||||||||||||||||||||||<http://schema.org/Product>||||n/a||white||||||||||||http://www.newegg.com/product/product.aspx?item=9sia36738y6110&cm_re=htc_one_m9-_-9sia36738y6110-_-product||||
http://dws.products.wdc/nodebc34c8d51d0df5222e85ddccd55||shop.com0.warc.nq.gz||||||||||||||||||||||||quick circle||||||||case||<http://schema.org/Product>||||||gold||||||||||||http://www.shop.com/lg+quick+circle+folio+case+for+lg+g4+cell+phones+gold+-1097721040-o+.xhtml||||
http://dws.products.wdc/nodee986524880bf70544e4cabe56766a8b6||ebay.com0.warc.nq.gz||||821793045111||2840 mah||5.54 oz||at&t||||||32gb||2.74 in||||0.38 in||htc||||one m9||5.69 in||smartphone||<http://schema.org/Product>||android||5 in||gunmetal gray||||20 mp||||||6735a||http://www.ebay.com/itm/mint-htc-one-m9-at-t-32gb-gunmetal-gray-unlocked-smartphone-gsm-/301860211405?hash=item4648454acd:g:jpgaaoswzhvwq3a3||||
http://dws.products.wdc/nodec986e2f76c675f43b4f4547e36d677fe||flipkart.com3.warc.nq.gz||||||||||||||||||||||||affix||||||||||<http://schema.org/Product>||||||transparent||||||||||||http://www.flipkart.com/affix-p2sr023-pack-2-scratch-resistant-screen-guard-htc-one-m9/p/itmeaurwdzgcjurg?pid=acceaurwzr9hhqgc&ref=l%3a-8001547149213351500&srno=p_15&query=htc+one+m9&otracker=from-search||||
http://dws.products.wdc/node3356a4ca27e721a4b6e68694f457aab||tesco.com0.warc.nq.gz||||||n/a||0.14 kilogram||||a9 chip with 64-bit architecture, embedded m9 motion coprocessor||||16gb||138.0 millimetre||||67.0 millimetre||apple||||iphone 6||7.0 millimetre||||<http://schema.org/Product>||ios 8||4.7 in||silver||||||n/a||||||http://www.tesco.com/direct/sim-free-iphone-6-16gb-silver/592-8542.prd?pagelevel=&skuid=592-8542||||
http://dws.products.wdc/node1c1188dacadca7742b1a08cb0aac85d||flipkart.com8.warc.nq.gz||||||||||||a8 chip with 64-bit architecture and m8 motion co-processor||||16gb||||||||apple||full hd, 1920 x 1080 pixels||iphone 6 plus||||||<http://schema.org/Product>||ios v8||5.5 in||||||yes, 8 mp||||||||http://www.flipkart.com/apple-iphone-6-plus/p/itme7zgymhjqjccq?pid=mobeyhz2sskpygrk&ref=l%253a4285359536421683271&srno=p_16&query=iphone%2b6&otracker=from-search||||
http://dws.products.wdc/node6a2ebdee743947d5bd1ac7e3d27d8||alibaba.com0.warc.nq.gz||guangdong, china (mainland)||||||||||||||||||||0.58mm lenticular||apple iphones||||||||||<http://schema.org/Product>||||||||||||||||||http://www.alibaba.com/product-detail/mobile-phone-case-for-iphone-5c_1722995377.html||||
http://dws.products.wdc/nodeadc46b1ddd49fb9eedf7e1d0b76a116f||walmart.com0.warc.nq.gz||||||||||||||||16gb||||||||samsung||||galaxy s4||||smartphone||<http://schema.org/Product>||||||||||||||||sgh-i337zkaatt||http://www.walmart.com/ip/samsung-galaxy-s4-sgh-i337zkaatt-smartphone-wcdma-umts-gsm-refurbished/49406511||||
http://dws.products.wdc/node06edc149e3ceee41df94b232bcb80||ebay.com0.warc.nq.gz||||||||||||dual core||||8gb||||||||apple||||iphone 4s||||||<http://schema.org/Product>||||3.5 in||white||||8 mp||||||does not apply||http://www.ebay.com/itm/iphone-4s-8gb-white-factory-unlocked-apple-4-s-8-gb-gsm-phone-new-/272073306282?hash=item3f58d530aa:g:amgaaoswd4tubxhe||||
http://dws.products.wdc/node184e154eb18b838b1148f8333ba34b||aliexpress.com0.warc.nq.gz||||||||||||||||||||||||nillkin||||||||case||<http://schema.org/Product>||||||||||||||||||http://www.aliexpress.com/item/nillkin-vintage-qin-wallet-flip-leather-hard-plastic-back-cover-case-for-huawei-nexus-6p-free/32531568224.html?ws_ab_test=searchweb201556_6%2csearchweb201644_3_505_506_503_504_502_10001_10002_10016_10017_10010_10005_10011_10006_10003_10004_10009_10008%2csearchweb201560_1%2csearchweb1451318400_-1%2csearchweb1451318411_6449&btsid=2f0e7032-a88b-4995-ba33-8901f1ba224e&_escaped_fragment_=||||
http://dws.products.wdc/node70be249e87b156e14150f54e63939bb7||flipkart.com3.warc.nq.gz||||||||||||||||||||||||maasi||||||||||<http://schema.org/Product>||||||transparent||||||||||||http://www.flipkart.com/maasi-ma330-screen-guard-htc-one-m9/p/itme9zm8suvvgrzj?pid=acce9zm8yrjzhw8b&ref=l%3a-8001547149213351500&srno=p_17&query=htc+one+m9&otracker=from-search&primarysection=seller_table&sellerssortedby=price||||
http://dws.products.wdc/node6791994ae76c1cee584a4bef2b77144||aliexpress.com0.warc.nq.gz||||||||||||dual-core||||16gb||||||||apple||||ihphone 4s||||cellphone||<http://schema.org/Product>||8||3.5 in||||||8 mp||||||||http://www.aliexpress.com/item/brand-phone-original-unlocked-iphone-4s-ios-7-cell-phones-3-5-retina-ips-16gb-rom/32259719106.html?ws_ab_test=searchweb201556_1%2csearchweb201644_4_505_506_503_504_502_10001_10002_10016_10017_10010_10005_10011_10006_10003_10004_10009_10008%2csearchweb201560_3%2csearchweb1451318400_-1%2csearchweb1451318411_6452&btsid=9ace5619-80c1-465b-83a0-af59a74fe293&_escaped_fragment_=||||
http://dws.products.wdc/nodedc185d6ef53b1bffb865cef9c72941||ebay.com0.warc.nq.gz||||||||||||octa core||||32gb||||||||htc||||one m9||||||<http://schema.org/Product>||android||5 in||gray||||20 mp||3gb||||m9||http://www.ebay.com/itm/new-htc-one-m9-grey-oem-factory-unlocked-32gb-20mp-hdr-4mp-front-face-5-hd-octa-/201473521259?hash=item2ee8c1f66b:g:prkaaoswgyxwvj9o||||
http://dws.products.wdc/node3d4ecf68541752f15092d7d01485675c||de.dhgate.com0.warc.nq.gz||||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||http://de.dhgate.com/product/universal-micro-usb-cable-1-5m-5ft-for-samsung/259748651.html||||
http://dws.products.wdc/node906c5e4f612acd37212a6bbabb8db6c3||walmart.com0.warc.nq.gz||||||||||||a7||||16gb||||||||||||iphone 5s||||||<http://schema.org/Product>||||4 inch||gray||6.0 x 2.5 x 2.5||8 mp||||||||http://www.walmart.com/ip/48956830||||
http://dws.products.wdc/node20f2353030c3f5e7964db4935660cc5||shop.com0.warc.nq.gz||||400035623791, 885909528905||||||||||1.2 mp||16gb||||||||||||iphone 6||||||<http://schema.org/Product>||ios - apple||4.7 in||||||8 mp||||||||http://www.shop.com/apple+iphone+6+16gb+4g+lte+unlocked+gsm+cell+phone+silver-1264366976-p+.xhtml||||
http://dws.products.wdc/node8166dacd21c8b352ed573d3efe257210||ebay.com0.warc.nq.gz||||400046320115||2840mah||5.54 oz||at&t||||||32gb||2.74 in||||0.38 in||htc||||one m9||5.69 in||smartphone||<http://schema.org/Product>||android||5 in||gold on silver||||20 mp||||||6729a||http://www.ebay.com/itm/good-condition-gold-silver-htc-one-m9-32gb-at-t-clean-imei-more-/201512225959?hash=item2eeb108ca7:g:h14aaoswcypwp6n0||||
http://dws.products.wdc/node15ba9228799356edf9736874cfd154||ebay.com0.warc.nq.gz||||||||||||||||64gb||||||||htc||||nexus 6p||||||<http://schema.org/Product>||android||5.7 in||gold||||||3gb||||does not apply||http://www.ebay.com/itm/huawei-nexus-6p-64gb-5-7-12mp-octa-core-3gb-gold-android-phone-usa-freeship-/272123628857?hash=item3f5bd50d39:g:lfaaaoswvulwslfn||||
http://dws.products.wdc/nodecc6a7540c6b4796e359a5d551e5ff7c||ebay.com0.warc.nq.gz||||||1810 mah||4.55 oz||||||||16gb||2.64 in||||0.27 in||apple||1334x750||iphone 6||5.44 in||||<http://schema.org/Product>||||4.7 in||silver||||8 mp||||885909950669||mg4p2ll/a||http://www.ebay.com/itm/apple-iphone-6-16gb-silver-at-t-smartphone-/151970522309?hash=item23622624c5:g:xmcaaoswvulwsaoa||||
http://dws.products.wdc/node9d91a24b22c9899b1f822b86f8ca358||ebay.com0.warc.nq.gz||||||||||||||||8gb||||||||apple||||iphone 4s||||||<http://schema.org/Product>||ios||||||||||||||||http://www.ebay.com/itm/apple-iphone-4s-8gb-factory-unlocked-black-and-white-smartphone-grade-a-/321893479586?var=&hash=item4af258b4a2:m:mdkwps7xhbvxbtg5wvnn1ug||||
http://dws.products.wdc/nodec5576615938bd6b6118ae87edd30e7||shop.com0.warc.nq.gz||||||||||||||||||||||||lg||||g4||||||<http://schema.org/Product>||||||leather||||16mp||||||h815||http://www.shop.com/lg+g4+h815+hexa+32gb+black+leather+factory+unlocked+16mp+international+version-1331771533-p+.xhtml||||
http://dws.products.wdc/node1724862ec3d369bb1c9ce05d14c2d18c||tesco.com0.warc.nq.gz||||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||black||||||||||||http://www.tesco.com/direct/gear4-iphone-6-47-thinice-black-with-screenshield/558-7363.prd?pagelevel=&skuid=558-7363||||
http://dws.products.wdc/node13f67c555eedb31215b7963207564f8||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||htc||||one m7||||||<http://schema.org/Product>||android||||silver||||||||||htc6500lvw||http://www.ebay.com/itm/factory-unlocked-htc-one-m7-32gb-silver-verizon-smartphone-htc6500lvw-/131303234901||||
http://dws.products.wdc/node0c8b35393794b7e9da0f2ad0de2f71||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||htc||||one m8||||||<http://schema.org/Product>||||||||||||||||0p6b120||http://www.ebay.com/itm/htc-one-m8-0p6b120-gray-at-t-t-mobile-unlocked-gsm-6620219-/262272009488?hash=item3d10a14510:g:njoaaoswktlwsblt||||
http://dws.products.wdc/nodef2e03616995fe9b116a9bac82e207d4b||aliexpress.com0.warc.nq.gz||||||||||||||||||||||||||||||||case||<http://schema.org/Product>||||||||||||||||||http://www.aliexpress.com/item/for-google-nexus-6p-ultra-thin-sleeve-pouch-cover-genuine-microfiber-leather-case/32514928907.html?ws_ab_test=searchweb201556_2%2csearchweb201644_5_505_506_503_504_502_10001_10002_10016_10017_10010_10005_10011_10006_10003_10004_10009_10008%2csearchweb201560_1%2csearchweb1451318400_-1%2csearchweb1451318411_6448&btsid=2884e397-8bb6-450b-95d7-2c9e495d40f4&_escaped_fragment_=||||
http://dws.products.wdc/node1a743447db3dee5593e6638e34acff48||shop.com0.warc.nq.gz||||||||||||||||16gb||||||||apple||retina display, 750 x 1334 pixels||iphone 6s||||||<http://schema.org/Product>||||4.7 in||16m||||||||||mkql2hn/a||http://www.shop.com/iphone+6s+16gb+silver+sprint+-1093878699-o+.xhtml||||
http://dws.products.wdc/nodee7d46967476fccb37ed6df47922ebce||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||samsung||||galaxy s6 edge+||||||<http://schema.org/Product>||android||||black||||16 mp||4gb||||sm-g928c black||http://www.ebay.com/itm/open-box-samsung-galaxy-s6-edge-plus-black-sm-g928c-factory-unlocked-5-7-qhd-/201490835843?hash=item2ee9ca2983:g:cayaaoswshzwfdgd||||
http://dws.products.wdc/node10c99030eacaf324fb3ef94d7e4617c||microcenter.com0.warc.nq.gz||||||||4.87 oz||||octa-core||5 mp||32gb||2.7 in||||0.2 in||samsung||2560 x 1440||galaxy s6||5.65 in||||<http://schema.org/Product>||||5.1 in||black sapphire||||16 mp||3gb||||sm-g920a||http://www.microcenter.com/product/459604/galaxy_s6_32gb_unlocked_gsm_octa-core_16mp_smartphone_certified_pre-owned_-_black||||
http://dws.products.wdc/node534157d129b26e9684d7f6a14e6b4cb||aliexpress.com0.warc.nq.gz||||||||||||||||||||||||||||||||cases||<http://schema.org/Product>||||||||||||||||||http://www.aliexpress.com/item/shell-for-apple-iphone-6-6s-iphone6s-iphone6-back-case-cover-printing-mandala-flower-datura-floral/32469997502.html?ws_ab_test=searchweb201556_1%2csearchweb201644_4_505_506_503_504_502_10001_10002_10016_10017_10010_10005_10011_10006_10003_10004_10009_10008%2csearchweb201560_3%2csearchweb1451318400_-1%2csearchweb1451318411_6450&btsid=a7bf469a-71a9-4a8d-b017-e3b04e4c1a64&_escaped_fragment_=||||
http://dws.products.wdc/node10bd378eb979ad2a481765ceecbbd3c||ebay.com0.warc.nq.gz||||||1810mah||4.55 oz||||dual corelock status network locked||||16gb||2.64 in||||0.27 in||apple||1334x750||iphone 6||5.44 in||||<http://schema.org/Product>||ios - apple||4.7 in||silver||||8.0mp||||885909950669||mg4p2ll/a||http://www.ebay.com/itm/apple-iphone-6-at-t-16gb-silver-ios-smartphone-/321962684165?hash=item4af678af05:g:0fgaaoswo3pwhfc3||||
http://dws.products.wdc/nodebf904fa58a990eb54249674b04068||aliexpress.com0.warc.nq.gz||||||||5.54 oz||||quad-core 1.5 ghz cortex-a53 & quad-core 2 ghz cortex-a57||4 mp||32 gb||||||||||1080 x 1920 pixels (~441 ppi pixel density)||one m9||||||<http://schema.org/Product>||android os, v5.0 (lollipop)||5 in||||5.69 x 2.74 x 0.38 in||20 mp||||||||http://www.aliexpress.com/item/original-htc-one-m9-unlocked-moblie-phones-octa-core-3gb-ram-32g-rom-5-0-inches/32343224438.html?ws_ab_test=searchweb201556_2%2csearchweb201644_4_505_506_503_504_502_10001_10002_10016_10017_10010_10005_10011_10006_10003_10004_10009_10008%2csearchweb201560_2%2csearchweb1451318400_-1%2csearchweb1451318411_6452&btsid=0ddfd051-5c7d-4035-b6d3-d55ada3753e6&_escaped_fragment_=||||
http://dws.products.wdc/node9a885c7ad691af2a5d486c542d7a4652||ebay.com1.warc.nq.gz||||885909727452||1560 mah||3.95 oz||at&t||||||16gb||2.31 in||||0.3 in||apple||1136 x 640 pixels||iphone 5s||4.87 in.||smartphone||<http://schema.org/Product>||||4 in||silver||||8 mp||||||me306ll/a||http://www.ebay.com/itm/apple-iphone-5s-16gb-silver-at-t-smartphone-/161969018655||||
http://dws.products.wdc/node3c76868d10892449f5d28021182fac||newegg.com0.warc.nq.gz||||||1800mah||4.59 oz||||quad-core||1.3 mp||32 gb (26 gb user-available) storage||||||||htc||||one x||||||<http://schema.org/Product>||android os, v4.0 (ice cream sandwich)||||black||5.29 x 2.75 x 0.35 in||8 mp||1gb||||one x black||http://www.newegg.com/product/product.aspx?item=9sia2kn1dm6622&cm_re=htc_phone-_-9sia2kn1dm6622-_-product||||
http://dws.products.wdc/node3310f2c19437ec3fbe761c9dff8ecf||ebay.com0.warc.nq.gz||||||||||||||||16gb||||||||apple||||iphone 4||||||<http://schema.org/Product>||ios||||black||||||||||a1349||http://www.ebay.com/itm/apple-a1349-iphone-4-black-16gb-for-cdma-verizon-sprint-/272118321725?hash=item3f5b84123d:g:mwwaaoswpzdwqjoh||||
http://dws.products.wdc/node339d285828cd12a6eb44ec7fe0e71b||macmall.com0.warc.nq.gz||||||||||||||||||||||||||||||||docking station||<http://schema.org/Product>||||||silver aluminum||||||||||||http://www.macmall.com/p/kanex-cables/product~dpno~13598186~pdp.jdiadcg||||
http://dws.products.wdc/nodeedc6eb5745b490d92a8583e48533c84e||overstock.com1.warc.nq.gz||||||||||||||||64gb||||||||apple||||iphone 6||||phone||<http://schema.org/Product>||||||||||||||||||http://www.overstock.com/electronics/apple-iphone-6-64gb-unlocked-gsm-4g-lte-cell-phone/9620802/product.html?recset=83b6b285-d591-497f-8c0a-c25e93bc882c&refccid=seomnf432cizy72fz64m76dus4&recalg=828,512&recidx=16||||
http://dws.products.wdc/node7478f1385dd68138d202040dbeb10ec||ebay.com1.warc.nq.gz||||||||||unlocked||||||||||||||apple||||iphone 5s||||||<http://schema.org/Product>||ios - apple||4 in||||||8 mp||||||||http://www.ebay.com/itm/apple-iphone-5s-factory-unlocked-gsm-gray-gold-silver-16gb-32gb-64gb-b-/221870815138?var=&hash=item33a887f7a2:m:mw6q0qmuii7kkrydryx8cya||||
http://dws.products.wdc/node4c082706eca6cb65e117f999550ab31||ebay.com0.warc.nq.gz||||||||||||dual core||||16gb||||||||htc||||one x||||||<http://schema.org/Product>||||4.7 in||||||8 mp||||821793026813||onexattwhite, onexatt-white, 65383||http://www.ebay.com/itm/new-htc-one-x-16gb-at-t-unlocked-gsm-4g-lte-android-cell-phone-white-/251731184531?hash=item3a9c590b93:g:4xoaaoswqjhuc1zn||||
http://dws.products.wdc/node67f7e547c1c0325aa59b6dda6fd06413||ebay.com0.warc.nq.gz||||||||||||quad core||||8gb||||||||nokia||||||||||<http://schema.org/Product>||||4 in||white||||5 mp||||610214637321||lumia 530||http://www.ebay.com/itm/t-mobile-prepaid-nokia-lumia-530-no-contract-cell-phone-white-brand-new/111885280068?_trksid=p2047675.c100012.m1985&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d35316%26meid%3ddab1ecfde3d343f391714ac3dbc4e58e%26pid%3d100012%26rk%3d5%26rkt%3d10%26sd%3d361483458794||||
http://dws.products.wdc/node383c36fafc1c6870a037178435be7bd2||shop.com0.warc.nq.gz||||||||||||octa-core||||32gb||2.7 in||||0.27 in||samsung||||galaxy s6||||||<http://schema.org/Product>||||5.1 in||black sapphire||||16 mp||||||sm-g920pzkaspr||http://www.shop.com/samsung+galaxy+s6+g920i+32gb+unlocked+gsm+4g+lte+octa+core+phone-1343968714-p+.xhtml||||
http://dws.products.wdc/node769ce3c43235b1205874b3393bfaf24||ebay.com0.warc.nq.gz||||||||||||||||16gb||||||||apple||||iphone 4s||||||<http://schema.org/Product>||ios - apple||||||||8 mp||||||does not apply||http://www.ebay.com/itm/apple-iphone-4s-16gb-gsm-factory-unlocked-smartphone-black-or-white-/141749824831?var=&hash=item66a58012ce&vti=color%09black||||
http://dws.products.wdc/nodebfa5ae96a684fe21a1725a3e6c71c||ebay.com0.warc.nq.gz||korea, republic of||||||||||octa core||||||||||||samsung||||galaxy s6 edge+||||||<http://schema.org/Product>||android||5.7 in||||||16 mp||4gb||||sm-g928v||http://www.ebay.com/itm/new-samsung-galaxy-s6-edge-plus-sm-g928v-unlocked-/121838022430?var=&hash=item1c5e1caf1e:m:mo3dijsacr1c4kwar0lrweq||||
http://dws.products.wdc/nodef8766e598a76cc799e13bbce9d2e8a2||bestbuy.com0.warc.nq.gz||||||||||pay||||||32gb||||||||samsung||||galaxy s6 edge||||phone||<http://schema.org/Product>||||||pearl||||||||||||http://www.bestbuy.com/site/samsung-galaxy-s6-edge-with-32gb-memory-cell-phone-white-pearl-sprint/4477058.p?id=1219657155091&skuid=4477058&reviewspage=50||||
http://dws.products.wdc/node5fd6d025f29b89ff319c853d0e33744||ebay.com0.warc.nq.gz||||||2840mah||5.54 oz||t-mobile||||||32gb||2.74 in||||0.38 in||htc||||one m9||5.69 in.||smartphone||<http://schema.org/Product>||||5 in||gold on silver||||20.0mp||||||||http://www.ebay.com/itm/blocked-htc-one-m9-32gb-gold-on-silver-t-mobile-smartphone-/291674586304?hash=item43e928fcc0:g:2nuaaoswz1lwea1q||||
http://dws.products.wdc/node13aa19a5afcd09831f07324f2d7d0c||ebay.com0.warc.nq.gz||||||||||||quad core||||32gb||||||||sony||||xperia||||||<http://schema.org/Product>||androidmemory||||chrome||||||3gb||does not apply||does not apply||http://www.ebay.com/p/sony-xperia-z5-e6603-silver-unlocked-cellular-phone/113285397?_trksid=p2047675.c100005.m1851&_trkparms=ao%3d1%26asc%3d33876%26meid%3d4eff2bff34604bb1bdde164af47a5435%26pid%3d100005%26||||
http://dws.products.wdc/node63a123b51f5d95521a5a7a35a6c0b3d4||flipkart.com3.warc.nq.gz||||||||||||||||||||||||swiss beatz||||nokia lumia 430-premium quality d-temp3819||||||<http://schema.org/Product>||||||transparent, orange||||||||||||http://www.flipkart.com/swiss-beatz-nokia-lumia-430-premium-quality-d-temp3819-accessory-combo/p/itmebuhg9gydh4ba?pid=macebuhfj6hnjfuz&ref=l%3a848210798314733865&srno=b_11||||
