subject_id||<http://schema.org/Product/warc>||<http://schema.org/Product/product_gtin>||<http://schema.org/Product/cables_included>||<http://schema.org/Product/weight>||<http://schema.org/Product/sensitivity>||<http://schema.org/Product/series>||<http://schema.org/Product/model>||<http://schema.org/Product/headphones_form_factor>||<http://schema.org/Product/width>||<http://schema.org/Product/brand>||<http://schema.org/Product/thd>||<http://schema.org/Product/microphone_sensitivity>||<http://schema.org/Product/max_input_power>||<http://schema.org/Product/product_type>||<http://schema.org/Product/included_accessories>||<http://schema.org/Product/height>||<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>||<http://schema.org/Product/warranty>||<http://schema.org/Product/headphones_technology>||<http://schema.org/Product/color>||<http://schema.org/Product/frequency_response>||<http://schema.org/Product/impedance>||<http://schema.org/Product/compatibility>||<http://schema.org/Product/magnet_material>||<http://schema.org/Product/connectivity_technology>||<http://schema.org/Product/headphones_cup_type>||<http://schema.org/Product/mpn>||<http://schema.org/Product/microphone>||<http://schema.org/Product/url>||
http://dws.products.wdc/nodeb8ce6d2461b936275a52a1cf6f9fed34||ebay.com0.warc.nq.gz||||||||||||sr60e||ear-pad (on the ear)||||grado||||||||||||||<http://schema.org/Product>||||||black||||32 ohms||||||||||||||http://www.ebay.com/itm/grado-sr60-headphones-black-/301839432499?hash=item4647083b33:g:tvcaaoswktlwixi2||
http://dws.products.wdc/nodec525bf57acd3a72785d6251d5c6390||newegg.com0.warc.nq.gz||||||9.9 oz.||||||pc 363d||||||sennheiser||||--38 dbv at 94 dbspl||||||||||<http://schema.org/Product>||||circumaural||||||||||||2 x 3.5mm||||||||http://www.newegg.com/product/product.aspx?item=9sia1g53hc4058||
http://dws.products.wdc/node8065e8b889618657e3779a7744a1fce9||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/headphone-cable-for-akg-q701-k702-k267-k712-k141-k171-k181-k240-pioneer-hdj-2000-/311495933431?hash=item48869abdf7:g:k~4aaoswpddvehw4||
http://dws.products.wdc/nodebefa8c9e388765b1b09dceed7caddb93||ebay.com0.warc.nq.gz||||||||||||does not apply||fit universal 3.5mm,6.35m phone,ipod,ipad,mp3||||unbranded/generic||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/1pair-sponge-pad-for-akg-k240-k240s-mkii-k241-k260-k270s-k271s-k272-k280-headset-/201447241684?hash=item2ee730f7d4:g:~hmaaoswu9xuteph||
http://dws.products.wdc/node9c21aaf99fa2b4828fd951b57eff8e9||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/replacement-ear-pads-ear-cushions-for-grado-sr60-sr80-sr125-earpads-foam-black-/121526237376?hash=item1c4b8738c0:g:ibcaaoswwtlumjxk||
http://dws.products.wdc/node6a52e9a9378f77fef91443cdd7bc2242||ebay.com0.warc.nq.gz||does not apply||||||||||k712 pro||||||akg||||||||||||||<http://schema.org/Product>||1 year seller warranty||||||||||||||||||does not apply||||http://www.ebay.com/itm/new-akg-k712-pro-reference-studio-headphones-k-712/262158363896?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d35694%26meid%3d8ecefd5e56f844e4a124b42462599303%26pid%3d100005%26rk%3d1%26rkt%3d3%26sd%3d361477249770||
http://dws.products.wdc/node2c51b2dcbb3a94a7232a9ce2da3f233||ebay.com0.warc.nq.gz||||||||||||ath-m50xdg||coiled cable||||audio-technica||||||||||carrying case, replacement cable||||<http://schema.org/Product>||||||||||||||||||||ath-m50xdg||||http://www.ebay.com/itm/brand-new-audio-technica-ath-m50x-limited-edition-professional-studio-headphones-/272136086251?hash=item3f5c9322eb:g:9niaaoswezvww1m3||
http://dws.products.wdc/node4442488446152e8a89b7a9fa036d7||ebay.com0.warc.nq.gz||||||||||||sr 125e||headband||||grado||||||||||||||<http://schema.org/Product>||||||black||||32 ohms||||||6.3mm (1/4in)||||||||http://www.ebay.com/itm/grado-prestige-series-sr125e-headphones-/181950412626?hash=item2a5d16f752:g:6ccaaosw7frwyjiv||
http://dws.products.wdc/node2c90dc6cee29e13dfd48b4741262fb1||ebay.com0.warc.nq.gz||||||||103 db||||hd 650||open back, noise cancellation, detachable cable||||sennheiser||||||||||||||<http://schema.org/Product>||||||black||||300 ohms||consumer headphones, studio/live monitoring headphones||||6.3mm (1/4in)||||9969||||http://www.ebay.com/itm/new-sennheiser-hd-650-headband-headphones-titanium-/301866763545?hash=item4648a94519:g:fheaaoswktlwtkpi||
http://dws.products.wdc/node813395e84cc74bd797de1bfe82f929c9||ebay.com0.warc.nq.gz||||||||||||se425||||||shure||||||||||||||<http://schema.org/Product>||||||||||||||||3.5mm jack||||||||http://www.ebay.com/itm/new-shure-se425-dual-drivers-sound-isolating-in-ear-earphone-earbuds-headphones-/261599681260||
http://dws.products.wdc/node82d119f72e73ec666c6294b9e24875db||newegg.com0.warc.nq.gz||||||||||||av100||||||akg||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.newegg.com/product/product.aspx?item=9sia7h02vy1753||
http://dws.products.wdc/node22b238396df5e6a2124c56befa629a1c||ebay.com0.warc.nq.gz||||||||||x||||||||plussound||||||||||||||<http://schema.org/Product>||one year||||||||||||||||||||||http://www.ebay.com/itm/4-ft-custom-cable-for-shure-se215-se315-se425-se535-se846-westone-7n-upocc-x-/272121243012?hash=item3f5bb0a584:g:nbiaaoswgvht8wfv||
http://dws.products.wdc/node14328c8e5ba5536eb5e631185597576||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/cable-with-remote-mic-for-iphone-to-shure-se535-se425-se315-se215-se846-ue900-/151748125339?var=&hash=item2354e4a29b:m:mlizn99mvmb-npbkqgek5xw||
http://dws.products.wdc/node651e4955149520dc5993acefabed9ca||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/grey-hard-clamshell-case-for-shure-se535-se425v-se530-efs-scl4-se420-/121881700422?hash=item1c60b72846:g:quuaaoswktlwrtna||
http://dws.products.wdc/nodee234793c88a34efe313a51b9165811de||ebay.com0.warc.nq.gz||||||||||||eabkf1-10s||||||shure||||||||||||||<http://schema.org/Product>||||||||||||||||||||eabkf1-10s||||http://www.ebay.com/itm/8-small-foam-sleeves-ear-bud-tips-fit-shure-se215-se315-se425-se535-headphones-/191347831182?hash=item2c8d38318e:g:gcsaaoswdk5t2t1k||
http://dws.products.wdc/node75eed48ec10ea6698d16be8a145977f||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/headband-cushion-comfort-pad-for-grado-sr60-i-sr80-i-sr125-i-sr225-i-sr325i-is/390912536327?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d35558%26meid%3db4548ea3cf5641a494c12d234e7c4e73%26pid%3d100005%26rk%3d1%26rkt%3d5%26sd%3d190702643884||
http://dws.products.wdc/node7364c87ae199bb1dd0c8488b9fa6c78b||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/headphone-cable-for-akg-q701-k702-k267-k712-k141-k171-k181-k240-pioneer-hdj-2000-/311517492304?hash=item4887e3b450:g:k~4aaoswpddvehw4||
http://dws.products.wdc/node5e24d2efae7b5ad6fe5d65f33ead36||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/2x-ear-pads-cushions-for-sennheiser-hd250-hd540-hd560-hd560ii-black-/221784076135?hash=item33a35c6f67:g:7seaaoswl8nvzqco||
http://dws.products.wdc/node38a87f6888758b78a33e3f20f4577225||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||black||||||||||||||||||http://www.ebay.com/itm/black-replacement-ear-pads-ear-cushions-for-grado-sr60-sr80-sr125-earpads-foam/141515726618?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d35694%26meid%3d910412363d4548ef9cf68c2ed842c840%26pid%3d100005%26rk%3d5%26rkt%3d6%26sd%3d121526237376||
http://dws.products.wdc/node41cf7fbe7d532e43b13f8275693e8e6||ebay.com0.warc.nq.gz||||||||||||se425||canal earbud (in ear canal)||||shure||||||||||||||<http://schema.org/Product>||||||clear||||22 ohms||||||||||||||http://www.ebay.com/itm/shure-se425-headphones-/231828029170?hash=item35fa06fef2:g:w9caaoswjb9wqw1w||
http://dws.products.wdc/node1fc8dd368aafd943b7c2bb6780d14c8f||ebay.com0.warc.nq.gz||||||||||||||||||for shure||||||||||||||<http://schema.org/Product>||||||gray||||||||||||||||||http://www.ebay.com/itm/earbuds-tips-for-shure-se110-se115-se210-se315-se420-se425-se530-pth-se535-/221206641471?hash=item3380f17b3f:g:8g8aaoxyoa1ruvto||
http://dws.products.wdc/node8b951a7f5febb39dfc564f3f3d77942||ebay.com0.warc.nq.gz||||||||||||||||||occ||||||||cable||||||<http://schema.org/Product>||||||silver||||||||||||||||||http://www.ebay.com/itm/whiplash-audio-twag-v3-shure-cable-se846-se535-se425-se315-se215-ue900-/281832337432?hash=item419e843018||
http://dws.products.wdc/node1dbabdbe1334cc90e45fe1d12dbb719c||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/white-cord-ear-bud-management-for-shure-se535-se425v-se530-efs-scl4-se420-earbud-/172083829132?hash=item2810fed98c:g:iooaaosw5dnwrtn~||
http://dws.products.wdc/node246c9458e8e5cb9ac4e167722abd1ccd||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/new-cable-with-remote-mic-for-htc-phone-to-shure-se535-se425-se315-se215-/281686713930?hash=item4195d6264a:g:kq8aaoswv0tvtsuc||
http://dws.products.wdc/node6f89cf494689efbed393167b8742eef||ebay.com0.warc.nq.gz||||||||||||does not apply||||||unbranded/generic||||||||||||||<http://schema.org/Product>||||||||||||||||||||does not apply||||http://www.ebay.com/itm/headband-head-band-parts-for-akg-k701-k702-q701-q702-k712-k612-pro-headphones-au-/181980593032?var=&hash=item2a5ee37b88:m:m7rdbzxs9w0tnqxoot2e8mq||
http://dws.products.wdc/nodec11a7f2113ea8b8f7d6580d2cec945f||ebay.com0.warc.nq.gz||||||||||||cx 3.00||||||sennheiser||||||||||||||<http://schema.org/Product>||||||white||||||||||||||||||http://www.ebay.com/itm/sennheiser-cx-3-00-noise-blocking-ear-canal-phones-headphones-earbuds-open-box-/321963203766?hash=item4af6809cb6:g:fl8aaoswt~9whwl2||
http://dws.products.wdc/node1ae162feb990ca81623bb09b6c84c1e||ebay.com0.warc.nq.gz||||||||||||ath-m50x||headband||||audio-technica||||||||||||||<http://schema.org/Product>||||||||||||||||wired||||||||http://www.ebay.com/itm/audio-technica-ath-m50x-headphones-black-/262283903375?hash=item3d1156c18f:m:mlivieqy56graz2c5tw2whw||
http://dws.products.wdc/node14ab5a90c17843509af52c9ad1ebd06b||ebay.com0.warc.nq.gz||||||||124 db||||k309||||||akg||||||||||||||<http://schema.org/Product>||||||cocoa brown or juicy orange||18hz to 20khz||||||||||||||||http://www.ebay.com/itm/new-genuine-harman-akg-k309-lightweight-open-in-ear-buds-headphones-earphones-/321419114722?var=&hash=item4ad61278e2:m:mzve1jfuan0gpbmczfsw0yw||
http://dws.products.wdc/node113211c2e14b9421f20fe8e83932f82||ebay.com0.warc.nq.gz||||||||||||does not apply||||||unbranded/generic||||||||||||||<http://schema.org/Product>||||||||||||||||||||does not apply||||http://www.ebay.com/itm/1-2m-silver-plated-upgrade-cable-replacement-for-shure-se535-se425-315-215-ue900-/401067062002?hash=item5d6175b2f2:g:~lyaaoswaa5wjdjh||
http://dws.products.wdc/node760fdad5991607250b8455920c9c3c4||ebay.com0.warc.nq.gz||||||||||||se425||||||shure||||||||||||||<http://schema.org/Product>||||||silver||||||||||||||n/a||||http://www.ebay.com/itm/new-shure-se425-dual-high-def-in-ear-headphones-metallic-silver-/262257423113?hash=item3d0fc2b309:g:kgsaaoswqrtwpqew||
http://dws.products.wdc/nodebed3f22751d62d2738fea3eb8e6f3e71||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/jupiter-handcrafted-upgrade-cable-for-shure-315-se-425-se535-535-se846-/221323904528?hash=item3387eec610:g:7vsaaoswpgxvsq1r||
http://dws.products.wdc/node11b29e4c8aaa89c6185854a10f0728b||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/1-pair-shure-se215-se315-se425-se535-ue900-earphone-gold-pin-connector-plug-/291347271676?hash=item43d5a68ffc:g:vneaaoswc3zuq~ab||
http://dws.products.wdc/node5a7683d35e54ba6f115b387fd8f223a||ebay.com0.warc.nq.gz||615104099692||||||103 db||||hd 650||||||sennheiser||||||||||||||<http://schema.org/Product>||1 year seller warranty||||black||||300 ohms||consumer headphones, studio/live monitoring headphones||||||||9969||||http://www.ebay.com/itm/new-sennheiser-hd-650-reference-class-stereo-headphones-hd650/262158369416?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d35694%26meid%3da5f34caba36f48b4bec7372000cd8b63%26pid%3d100005%26rk%3d2%26rkt%3d6%26sd%3d222028356548&rt=nc||
http://dws.products.wdc/node663b9593031ed11dc8b7d2ad1939||newegg.com0.warc.nq.gz||||||||||||srh440||headphone||||shure||||||||||||||<http://schema.org/Product>||||over-the-head||||||||||||mini-phone||||||||http://www.newegg.com/product/product.aspx?item=9sia4p01pf0261||
http://dws.products.wdc/node574327c4e955e79242c5febfcf73fb||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||black||||||||||||||||||http://www.ebay.com/itm/replacement-ear-pads-ear-cushions-for-grado-sr60-sr80-sr125-earpads-foam-black/121526237376?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d35694%26meid%3dbdeda42fad7344bebba04cf3813b7b2a%26pid%3d100005%26rk%3d5%26rkt%3d6%26sd%3d141515726618||
http://dws.products.wdc/nodea842d8c3e9166282139fd840815c95ed||walmart.com0.warc.nq.gz||||||2 lbs.||44 db||||momentum 2.0||noise-canceling ,  wireless ,  stereo headphones||||sennheiser||0.5%||||||headphones||carrying case||||<http://schema.org/Product>||||dynamic, closed||multicolor||narrowband 300 - 3,400hz (article no. 506381)||480 ohms||android||||||||506250-m2-blk||||http://www.walmart.com/ip/sennheiser-m2-oeg-ivory-momentum-2.0-on-ear-headphones/43415941?action=product_interest&action_type=title&item_id=43415941&placement_id=irs-2-m2&strategy=pwvav&visitor_id&category=&client_guid=26d549d6-38c6-44e7-a0ae-d4d3908fe98d&customer_id_enc&config_id=2&parent_item_id=43415956&parent_anchor_item_id=43415956&guid=6fd34658-374a-4589-a7ac-8c7d2648aa7b&bucket_id=irsbucketdefault&beacon_version=1.0.1&findingmethod=p13n||
http://dws.products.wdc/node4bb612bd753255adbd63bcbe74c8fcd||ebay.com0.warc.nq.gz||||||||119 db||||cx 1.00||||||sennheiser||||||||||||||<http://schema.org/Product>||||||||17 - 20000 hz||28 ohm||||||||||||||http://www.ebay.com/itm/sennheiser-cx-1-00-in-ear-sound-isolating-headphones-brand-new-/121880306889?hash=item1c60a1e4c9:g:wdiaaoswwe5wuypf||
http://dws.products.wdc/nodecb4defa0f235ca8647295cedcfb4484||walmart.com0.warc.nq.gz||||||3||112db s.p.l. at 1khz||||momentum 2.0||closed supra-aural design for optimum mobility and performance soft, durable alcantara for a sensuous and functional wearing experience (alcantara is a registered trademark of alcantara s.p.a., italy) amazing stereo sound across the audible range thanks to sennheiser's 18o high-end transducers robust, foldable headband for easy storage on the go available first in four distinctive colors – black anthracite , pearl ivory, brown (m2 oei only) & warm silver (m2 oeg only) m2 oei – made for ipod?/iphone? cable with integrated smart remote and microphone (ipod and iphone are trademarks of apple inc. registered in the u.s. and other countries.) 2 year warranty||||sennheiser||0.5%||-- 44 db v/pa||||headphones||||||<http://schema.org/Product>||||||ivory||16hz-22khz||||||||3.5mm||||||||http://www.walmart.com/ip/sennheiser-m2-aei-ivory-momentum-2.0-over-ear-headphones/46796475||
http://dws.products.wdc/node3e5ffb333a21745155af70185195dccb||ebay.com0.warc.nq.gz||||||||114 db/mw||||cx 400||in-ear only||||sennheiser||||||||earphone||||||<http://schema.org/Product>||||||white||17 - 22,000 hz||16 ohms||||||||||||||http://www.ebay.com/itm/sennheiser-cx-400-ii-precision-bass-driven-in-ear-canal-earbuds-earphones-white-/261532594330||
http://dws.products.wdc/nodeafeaeaf87d7359bc91cce822784d3ec3||newegg.com0.warc.nq.gz||||||||||||k612 pro||on-ear headphones||||akg||||||||||||||<http://schema.org/Product>||||||||||120 ohms||||||||||||||http://www.newegg.com/product/product.aspx?item=9sia0aj3da6055||
http://dws.products.wdc/node4b73fcd458ea51742642d8bc9713bfe||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/120cm-cable-volume-remote-mic-for-iphone-to-sennheiser-hd598-hd558-hd518-hd595-/261280639444?var=&hash=item826ff6473d&vti=color%09red||
http://dws.products.wdc/node25bf40bab62349de9bb239cff7f6cb9a||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/120cm-new-cable-remote-mic-for-samsung-to-sennheiser-hd598-hd558-hd518-hd595-/201000873142?var=&hash=item7476ca54b3&vti=color%09black||
http://dws.products.wdc/node77f0f728ddd63437fef7985b61da8494||newegg.com0.warc.nq.gz||||||3||112 db||||momentum 2.0||closed supra-aural design for optimum mobility and performance soft, durable alcantara for a sensuous and functional wearing experience (alcantara is a registered trademark of alcantara s.p.a., italy) amazing stereo sound across the audible range thanks to sennheiser's 18o high-end transducers robust, foldable headband for easy storage on the go available first in four distinctive colors – black anthracite , pearl ivory, brown (m2 oei only) & warm silver (m2 oeg only) m2 oei – made for ipod?/iphone? cable with integrated smart remote and microphone (ipod and iphone are trademarks of apple inc. registered in the u.s. and other countries.) 2 year warranty||||sennheiser||0.5%||-44 db||||||||||<http://schema.org/Product>||||||black||16hz-22khz||||||||3.5mm||||||||http://www.newegg.com/product/product.aspx?item=9sia3jx2ma4052&cm_re=sennheiser_momentum-_-9sia3jx2ma4052-_-product||
http://dws.products.wdc/node64944afebdf045d0a31fe68c275d403e||newegg.com0.warc.nq.gz||||||||||||y55||headphones and accessories||||akg||||||||||||||<http://schema.org/Product>||||||red||||||||||yes||||||||http://www.newegg.com/product/product.aspx?item=9sia1j71zs0788||
http://dws.products.wdc/node1abdd27c48ad34887762485bf55ae813||ebay.com0.warc.nq.gz||||||||||||na||na||||na||||||||||na||||<http://schema.org/Product>||||||||||na||||||||||||||http://www.ebay.com/itm/new-akg-pro-audio-k171-mkii-channel-studio-headphones-brand-new-/361431744808?hash=item542702c128:g:c90aaoswlv9wtko7||
http://dws.products.wdc/node9754978634a425288fb0353b3e8f7||newegg.com0.warc.nq.gz||||||||107db s.p.l. at 1khz||||se215||detachable cable with wireform fit||||shure||||||||||||||<http://schema.org/Product>||||||black||||||||||3.5mm||||||||http://www.newegg.com/product/product.aspx?item=9sia65d3pd8907||
http://dws.products.wdc/nodea6e3c71323dcbe3fa4220105a8186e||ebay.com0.warc.nq.gz||||||||112 db||||hd 558||||||sennheiser||||||||||||||<http://schema.org/Product>||||||||||50 ohms||consumer headphones||||||||504631||||http://www.ebay.com/itm/new-sennheiser-hd-558-audiophile-high-end-circumaural-dj-stereo-headphones/181949482553?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d20150604093004%26meid%3daec4cf99fb1d42839dd0ffc96b6abb98%26pid%3d100005%26rk%3d4%26rkt%3d6%26sd%3d272141112622&rt=nc||
http://dws.products.wdc/node30e3fe79dfe14996ecc247d9db753ff3||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/14pcs-round-and-noise-isolation-eartips-for-sennheiser-cx-3-00-cl-nsen-cl-nmh/221799503368?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d20131003132420%26meid%3dec9c7b1b0b7a485d8529b063b28ab8fc%26pid%3d100005%26rk%3d5%26rkt%3d6%26sd%3d261146065253||
http://dws.products.wdc/nodece83e8b6c25a292c3fb38dbd22ae7cf||ebay.com0.warc.nq.gz||does not apply||||||||||k712 pro||open backimpedance 62ohm||||akg||||||||||stereo adapter, additional coiled cable, premium carrying bag||||<http://schema.org/Product>||||||black||||||||||||open-air type||does not apply||||http://www.ebay.com/itm/brand-new-akg-k712-pro-reference-studio-headphones/321983441271?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d34862%26meid%3d91127f9635f148608369afdfc0a2879e%26pid%3d100005%26rk%3d2%26rkt%3d3%26sd%3d262114739823||
http://dws.products.wdc/nodebd6b6b688083b4d2b99eca7a88781b55||newegg.com0.warc.nq.gz||||||3||112db s.p.l. at 1khz||||momentum 2.0||closed supra-aural design for optimum mobility and performance soft, durable alcantara for a sensuous and functional wearing experience (alcantara is a registered trademark of alcantara s.p.a., italy) amazing stereo sound across the audible range thanks to sennheiser's 18o high-end transducers robust, foldable headband for easy storage on the go available first in four distinctive colors – black anthracite , pearl ivory, brown (m2 oei only) & warm silver (m2 oeg only) m2 oei – made for ipod?/iphone? cable with integrated smart remote and microphone (ipod and iphone are trademarks of apple inc. registered in the u.s. and other countries.) 2 year warranty||||sennheiser||0.5%||-44 db||||||||||<http://schema.org/Product>||||||ivory||16hz-22khz||||||||3.5mm||||||||http://www.newegg.com/product/product.aspx?item=n82e16826106771&cm_re=sennheiser_momentum-_-26-106-771-_-product||
http://dws.products.wdc/node2914c66ef0cb8e8f8643919e9e55849||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/replacement-ear-pads-for-sennheiser-hd545-hd565-hd580-hd600-hd650-headphone-/121562452008?hash=item1c4dafd028:g:2pkaaoswa39u0cdv||
http://dws.products.wdc/node3bbf88a22985b8a25f48accd21f253||newegg.com0.warc.nq.gz||||||91.7g||||||hd 219s||on-ear||||sennheiser||||--37 db||||||||||<http://schema.org/Product>||||on-the-ear-wired headset||black||19hz - 21.000hz||16 ohms||||||3.5mm plug, 4-pole||||||||http://www.newegg.com/product/product.aspx?item=9sia85v3rf9003&cm_re=sennheiser-_-26-106-643-_-product||
http://dws.products.wdc/node561f2c5c247b69d95f6c1cf54171b376||ebay.com0.warc.nq.gz||||||||||||cx 3.00||||||sennheiser||||||||||||||<http://schema.org/Product>||||||white||||||||||||||||||http://www.ebay.com/itm/sennheiser-cx-3-00-white-in-ear-canal-headphone-white-standard-packaging-/161881251641?hash=item25b0dfdf39:g:p6gaaosw9mfwnfyp||
http://dws.products.wdc/node7ade8be336a899333effdfad4b9a3a64||ebay.com0.warc.nq.gz||||||||105 db||||srh440||||||shure||||||||||||||<http://schema.org/Product>||||||black||||44 ohms||studio/live monitoring headphones||||||||srh440||||http://www.ebay.com/itm/new-shure-srh440-professional-studio-headphones-black-/231849401305||
http://dws.products.wdc/node33a8b8b0272097523758649ef1658c71||ebay.com0.warc.nq.gz||does not apply||||8.3 oz||105 db||||||open-back dynamic||||akg||||||200 mw||||||||<http://schema.org/Product>||1 year seller warranty||||||10 hz to 39.8 khz||62 ohms||||||gold-plated stereo jack 1/8 in (3.5 mm) to 1/4 in (6.3 mm)||||does not apply||||http://www.ebay.com/itm/new-akg-k712-pro-reference-studio-headphones-k-712/262158363896?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d35694%26meid%3d26edcf5097e84cc096acc1b56a0f7e51%26pid%3d100005%26rk%3d1%26rkt%3d3%26sd%3d252011469094||
http://dws.products.wdc/node3fe904ef41ff23a1fa758abd87daa50||walmart.com0.warc.nq.gz||||||info not available||||||momentum 2.0||on-ear||||sennheiser||0.5 %||||||headphones||carrying case||||<http://schema.org/Product>||||||ivory||16hz - 22khz||||android||||3.5mm||||m2oeibrown||||http://www.walmart.com/ip/sennheiser-m2-oeg-ivory-momentum-2.0-on-ear-headphones/43415941||
http://dws.products.wdc/node858f1dfca0c1785628f7a55ffe47681||ebay.com0.warc.nq.gz||||||||||||sr325e||ear-cup (over the ear)||||grado||||||||||||||<http://schema.org/Product>||||||black||||32 ohms||||||wired||||||||http://www.ebay.com/itm/grado-sr325e-headband-headphones-black-plus-case-/121900765643?hash=item1c61da11cb:g:oksaaoswezvwykjc||
http://dws.products.wdc/nodea4f209a5f4127e3170ddf9e03f9e3||ebay.com0.warc.nq.gz||||||||||||does not apply||||||unbranded/generic||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/blueangel-upgrade-replace-cable-for-shure-se846-se-425-se535-with-neutrik-l-plug-/221877782931?hash=item33a8f24993:g:vzeaaosw0jpv7a-l||
http://dws.products.wdc/node67d7ea50b7b042124468de46e3478ad||newegg.com0.warc.nq.gz||||||3||113 db||momentum||momentum 2.0||headphones and accessories||||sennheiser||0.5%||||||||||||<http://schema.org/Product>||||over-the-head||black||16hz-22khz||||||||yes||||||||http://www.newegg.com/product/product.aspx?item=n82e16826106773&cm_re=sennheiser_momentum-_-26-106-773-_-product||
http://dws.products.wdc/node6486c7dfe94bf5fea62056709c7ed04d||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/oval-comfort-fit-kit-for-shure-se115-earphones-replacement-eartips-earbuds-gels-/221486960657?hash=item3391a6d011:g:kyiaaoxya9dsxd3o||
http://dws.products.wdc/node61323da05a75557baa455d02fa73870||newegg.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.newegg.com/product/product.aspx?item=1e5-001f-001s1&tpk=audio%20technica%20microphone||
http://dws.products.wdc/node2145b5cc8c64f12b1fa6c596921f2249||ebay.com0.warc.nq.gz||does not apply||||||||||ath-m50x||||||audio-technica||||||||||||||<http://schema.org/Product>||||||||||||||||||||ath-m50x||||http://www.ebay.com/itm/new-audio-technica-ath-m50x-professional-studio-monitor-headphones-from-jp-/181897611864?hash=item2a59f14a58:g:e0aaaoswyhxwf3lz||
http://dws.products.wdc/node28fd5ab6480ebe4e93e77597728a5db||ebay.com0.warc.nq.gz||does not apply||||||||||k712 pro||ear-cup (over the ear)||||akg||||||||||||||<http://schema.org/Product>||||||black||||62 ohms||||||||open-air type||||||http://www.ebay.com/itm/akg-harman-k712-pro-studio-headphones-/371504683121?hash=item567f679871:g:e1iaaoswhq9waepo||
http://dws.products.wdc/node978a0f548e0c9d04fd28afcaf8393||walmart.com0.warc.nq.gz||00042406171946||||||||||||over-ear||||shure||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.walmart.com/ip/shure-srh440-professional-headphones/46646719||
