"subject_id","birthdate","deathdate","forename","gender","nameAddition","personalName","label","prefix","surname","work"
"http://d-nb.info/gnd/118784005","1837-01-01","1913-01-01","Joaquin","notKnown","","","Miller, Joaquin","","Miller",""
"http://d-nb.info/gnd/10514004X","1922-04-16","2012-02-03","John","male","","","Christopher, John","","Christopher",""
"http://d-nb.info/gnd/118870386","1906-01-01","1977-01-01","John Dickson","male","","","Carr, John Dickson","","Carr",""
"http://d-nb.info/gnd/118584294","1923-04-21","2009-01-16","John Clifford","male","","","Mortimer, John Clifford","","Mortimer",""
"http://d-nb.info/gnd/121935205","1931-06-03","","John","male","","","Norman, John","","Norman",""
"http://d-nb.info/gnd/172468280","1898-01-01","1927-01-01","Jūkichi","notKnown","","","Yagi, Jūkichi","","Yagi",""
"http://d-nb.info/gnd/142712612","1896-01-01","1919-01-01","Kaita","notKnown","","","Murayama, Kaita","","Murayama",""
"http://d-nb.info/gnd/119037920","1888-01-01","1948-01-01","Kan","notKnown","","","Kikuchi, Kan","","Kikuchi",""
"http://d-nb.info/gnd/119045087","1889-01-01","1939-01-01","Kanoko","female","","","Okamoto, Kanoko","","Okamoto",""
"http://d-nb.info/gnd/118932675","1896-10-27","1933-09-21","Kenji","male","","","Miyazawa, Kenji","","Miyazawa",""
"http://d-nb.info/gnd/118915088","1924-01-01","1993-01-01","Kōbō","male","","","Abe, Kōbō","","Abe",""
"http://d-nb.info/gnd/118725742","1526-01-01","1566-01-01","Louise","female","","","Labé, Louise","","Labé",""
"http://d-nb.info/gnd/118575228","0120-01-01","0180-01-01","","male","Samosatensis","Lucianus","Lucianus, Samosatensis","","",""
"http://d-nb.info/gnd/118527126","1939-06-05","","Margaret","female","","","Drabble, Margaret","","Drabble",""
"http://d-nb.info/gnd/118784706","1887-11-15","1972-02-06","Marianne","female","","","Moore, Marianne","","Moore",""
"http://d-nb.info/gnd/118920901","1916-09-17","2014-05-09","Mary","female","","","Stewart, Mary","","Stewart",""
"http://d-nb.info/gnd/172476046","1902-01-01","1982-01-01","Marya","notKnown","","","Zaturenska, Marya","","Zaturenska",""
"http://d-nb.info/gnd/133869075","1892-01-01","1954-01-01","Maxwell","male","","","Bodenheim, Maxwell","","Bodenheim",""
"http://d-nb.info/gnd/121383261","1958-02-26","","Michel","male","","","Houellebecq, Michel","","Houellebecq",""
"http://d-nb.info/gnd/132384159","1882-01-01","1936-01-01","Miekichi","notKnown","","","Suzuki, Miekichi","","Suzuki",""
"http://d-nb.info/gnd/118764160","1908-09-19","1979-08-26","Mika","male","","","Waltari, Mika","","Waltari",""
"http://d-nb.info/gnd/1012347877","1867-01-01","1955-01-01","Gaikotsu","male","","","Miyatake, Gaikotsu","","Miyatake",""
"http://d-nb.info/gnd/155380532","1885-08-01","1945-10-15","Mokutarō","male","","","Kinoshita, Mokutarō","","Kinoshita",""
"http://d-nb.info/gnd/118933337","1901-02-17","1932-03-24","Motojirō","male","","","Kajii, Motojirō","","Kajii",""
"http://d-nb.info/gnd/118718169","1923-11-20","2014-07-13","Nadine","female","","","Gordimer, Nadine","","Gordimer",""
"http://d-nb.info/gnd/13811921X","1913-01-01","1943-01-01","Nankichi","notKnown","","","Niimi, Nankichi","","Niimi",""
"http://d-nb.info/gnd/118506641","1876-01-01","1972-01-01","Natalie Clifford","notKnown","","","Barney, Natalie Clifford","","Barney",""
"http://d-nb.info/gnd/118785737","1867-01-01","1916-01-01","Sōseki","male","","","Natsume, Sōseki","","Natsume",""
"http://d-nb.info/gnd/118918974","1909-06-19","1948-06-13","Osamu","male","","","Dazai, Osamu","","Dazai",""
"http://d-nb.info/gnd/118991884","1867-01-01","1903-01-01","Kōyō","notKnown","","","Ozaki, Kōyō","","Ozaki",""
"http://d-nb.info/gnd/120728109","1946-09-21","","Paul C.","male","","","Doherty, Paul C.","","Doherty",""
"http://d-nb.info/gnd/118662325","1912-02-20","1994-01-30","Pierre","notKnown","","","Boulle, Pierre","","Boulle",""
"http://d-nb.info/gnd/118602519","1524-01-01","1585-01-01","Pierre","male","","","Ronsard, Pierre de","de","Ronsard",""
"http://d-nb.info/gnd/11880684X","1892-12-21","1983-03-15","Rebecca","female","","","West, Rebecca","","West",""
"http://d-nb.info/gnd/11893466X","1944-01-01","","Richard","male","","","Ford, Richard","","Ford",""
"http://d-nb.info/gnd/11953875X","1919-06-05","1994-04-30","Richard","male","","","Scarry, Richard","","Scarry",""
"http://d-nb.info/gnd/11928913X","1833-01-01","1899-01-01","Robert Green","notKnown","","","Ingersoll, Robert Green","","Ingersoll",""
"http://d-nb.info/gnd/101650086","1865-05-26","1933-12-13","Robert W.","male","","","Chambers, Robert W.","","Chambers",""
"http://d-nb.info/gnd/118918990","1892-01-01","1927-01-01","Ryūnosuke","notKnown","","","Akutagawa, Ryūnosuke","","Akutagawa",""
"http://d-nb.info/gnd/135167043","1886-01-01","1975-01-01","Shelton","male","","","Brooks, Shelton","","Brooks",""
"http://d-nb.info/gnd/129053503","1903-01-01","1945-01-01","Kensaku","male","","","Shimaki, Kensaku","","Shimaki",""
"http://d-nb.info/gnd/119133709","1872-01-01","1943-01-01","Shūsei","notKnown","","","Tokuda, Shūsei","","Tokuda",""
"http://d-nb.info/gnd/120729482","1946-04-02","2014-04-10","Sue","female","","","Townsend, Sue","","Townsend",""
"http://d-nb.info/gnd/119004720","1879-01-01","1915-01-01","Takashi","notKnown","","","Nagatsuka, Takashi","","Nagatsuka",""
"http://d-nb.info/gnd/118638165","1900-01-01","1985-01-01","Taylor","female","","","Caldwell, Taylor","","Caldwell",""
"http://d-nb.info/gnd/119453223","1836-03-02","1930-12-25","Theodor","male","","","Nöldeke, Theodor","","Nöldeke",""
"http://d-nb.info/gnd/118790072","1785-10-18","1866-01-23","Thomas Love","male","","","Peacock, Thomas Love","","Peacock",""
"http://d-nb.info/gnd/118806289","1728-01-01","1790-01-01","Thomas","male","","","Warton, Thomas","","Warton",""
"http://d-nb.info/gnd/118769936","1900-10-03","1938-09-15","Thomas","male","","","Wolfe, Thomas","","Wolfe",""
"http://d-nb.info/gnd/101686234","1796-01-01","1842-01-01","Théodore","male","","","Jouffroy, Théodore","","Jouffroy",""
"http://d-nb.info/gnd/119255685","1937-01-01","","Tony","male","","","Harrison, Tony","","Harrison",""
"http://d-nb.info/gnd/11004472X","1945-11-12","","Tracy","male","","","Kidder, Tracy","","Kidder",""
"http://d-nb.info/gnd/118670069","1845-01-01","1875-01-01","Tristan","notKnown","","","Corbière, Tristan","","Corbière",""
"http://d-nb.info/gnd/11866879X","1873-01-01","1947-01-01","Willa","female","","","Cather, Willa","","Cather",""
"http://d-nb.info/gnd/119015269","1922-01-01","1998-12-16","William","male","","","Gaddis, William","","Gaddis",""
"http://d-nb.info/gnd/11894794X","1894-01-01","1945-01-01","Yoshiki","notKnown","","","Hayama, Yoshiki","","Hayama",""
"http://d-nb.info/gnd/132273624","1947-01-01","","Yoshinori","notKnown","","","Shimizu, Yoshinori","","Shimizu",""
"http://d-nb.info/gnd/18957996X","1889-01-01","1936-01-01","Kyūsaku","notKnown","","","Yumeno, Kyūsaku","","Yumeno",""
"http://d-nb.info/gnd/118808516","1876-01-01","1924-01-01","","male","","Ziya Gökalp","Ziya Gökalp","","",""
"http://d-nb.info/gnd/119493020","1820-01-01","1889-01-01","Emile","male","","","Augier, Emile","","Augier",""
"http://d-nb.info/gnd/1035259249","1947-04-21","","Barbara","female","","","Park, Barbara","","Park",""
"http://d-nb.info/gnd/137983476","1916-01-01","1991-01-01","Frank","notKnown","","","Yerby, Frank","","Yerby",""
"http://d-nb.info/gnd/116472618","1923-06-20","2015-05-12","Peter","male","","","Gay, Peter","","Gay",""
"http://d-nb.info/gnd/118672290","1885-01-01","1973-01-01","Roland","male","","","Dorgelès, Roland","","Dorgelès",""
"http://d-nb.info/gnd/118675265","1860-01-01","1951-01-01","Abraham","notKnown","","","Cahan, Abraham","","Cahan",""
"http://d-nb.info/gnd/129792330","1947-01-01","2010-01-01","","female","","Ai","Ai","","",""
"http://d-nb.info/gnd/115639756","1929-01-01","","Alfred","notKnown","","","Alvarez, Alfred","","Alvarez",""
"http://d-nb.info/gnd/118638971","1901-12-24","1956-05-13","Aleksandr Aleksandrovič","male","","","Fadeev, Aleksandr Aleksandrovič","","Fadeev",""
"http://d-nb.info/gnd/122453794","1935-06-14","2013-12-01","André","male","","","Schiffrin, André","","Schiffrin",""
"http://d-nb.info/gnd/11855851X","1905-01-01","1937-01-01","Attila","male","","","József, Attila","","József",""
"http://d-nb.info/gnd/108377709","1939-01-01","","Barry N.","notKnown","","","Malzberg, Barry N.","","Malzberg",""
"http://d-nb.info/gnd/119180731","1789-01-01","1862-01-01","Bernhard Severin","notKnown","","","Ingemann, Bernhard Severin","","Ingemann",""
"http://d-nb.info/gnd/118501259","1928-12-12","2008-06-10","Čingiz","male","","","Ajtmatov, Čingiz","","Ajtmatov",""
"http://d-nb.info/gnd/118536532","1907-12-18","2005-06-30","Christopher","male","","","Fry, Christopher","","Fry",""
"http://d-nb.info/gnd/118757903","1870-01-01","1966-01-01","Daisetz Teitaro","male","","","Suzuki, Daisetz Teitaro","","Suzuki",""
"http://d-nb.info/gnd/118642847","1904-01-01","1986-01-01","Ling","notKnown","","","Ding, Ling","","Ding",""
"http://d-nb.info/gnd/127868690","1866-10-22","1946-02-03","Edward Phillips","male","","","Oppenheim, Edward Phillips","","Oppenheim",""
"http://d-nb.info/gnd/1015941486","1928-12-19","","Eve","female","","","Bunting, Eve","","Bunting",""
"http://d-nb.info/gnd/1034366807","1901-04-27","1994-01-03","Frank Belknap","male","","","Long, Frank Belknap","","Long",""
"http://d-nb.info/gnd/124238726","1958-01-01","","Helen","female","","","Fielding, Helen","","Fielding",""
"http://d-nb.info/gnd/118866036","1892-01-01","1979-06-18","Henry V.","male","","","Morton, Henry V.","","Morton",""
"http://d-nb.info/gnd/118797867","1869-01-01","1941-01-01","Hjalmar","male","","","Söderberg, Hjalmar","","Söderberg",""
"http://d-nb.info/gnd/119363674","1925-10-26","2007-10-19","Jan","male","","","Wolkers, Jan","","Wolkers",""
"http://d-nb.info/gnd/118572547","1910-01-01","1976-01-01","José","notKnown","","","Lezama Lima, José","","Lezama Lima",""
"http://d-nb.info/gnd/119304791","1944-11-14","","Karen","notKnown","","","Armstrong, Karen","","Armstrong",""
"http://d-nb.info/gnd/118891081","1901-01-01","1935-01-01","James Leslie","notKnown","","","Mitchell, James Leslie","","Mitchell",""
"http://d-nb.info/gnd/118786857","1896-08-28","1984-07-07","Liam","notKnown","","","O'Flaherty, Liam","","O'Flaherty",""
"http://d-nb.info/gnd/121259919","1907-01-01","1993-01-01","Louis L.","male","","","Snyder, Louis L.","","Snyder",""
"http://d-nb.info/gnd/118787535","1772-04-11","1857-03-11","Manuel José","male","","","Quintana, Manuel José","","Quintana",""
"http://d-nb.info/gnd/105715301","1912-01-01","2006-01-01","Michael Francis","male","","","Gilbert, Michael Francis","","Gilbert",""
"http://d-nb.info/gnd/118736345","1873-11-13","1961-04-09","Oliver","male","","","Onions, Oliver","","Onions",""
"http://d-nb.info/gnd/173004172","1840-04-28","1924-07-24","Palmer","male","","","Cox, Palmer","","Cox",""
"http://d-nb.info/gnd/122726189","1902-01-01","1971-01-01","Philip","notKnown","","","Wylie, Philip","","Wylie",""
"http://d-nb.info/gnd/118780557","1870-12-10","1925-06-04","Pierre","male","","","Louÿs, Pierre","","Louÿs",""
"http://d-nb.info/gnd/118750771","1118-01-01","1190-01-01","","male","","Saigyō","Saigyō","","",""
"http://d-nb.info/gnd/128739088","1853-01-01","1927-01-01","","notKnown","","Stephan Guðmundsson Stephansson","Stephan Guðmundsson Stephansson","","",""
"http://d-nb.info/gnd/127385096","1926-01-01","","Takao","male","","","Suzuki, Takao","","Suzuki",""
"http://d-nb.info/gnd/118976761","","","","notKnown","","Vātsyāyana","Vātsyāyana","","",""
"http://d-nb.info/gnd/119288397","1854-01-01","1907-01-01","William Hamilton","notKnown","","","Drummond, William Hamilton","","Drummond",""
"http://d-nb.info/gnd/118736264","1899-03-03","1960-05-10","Jurij K.","male","","","Oleša, Jurij K.","","Oleša",""
"http://d-nb.info/gnd/108793958","1930-01-01","2017-01-01","Albert R.","male","","","Gurney, Albert R.","","Gurney",""
"http://d-nb.info/gnd/118615165","1914-01-01","1982-01-01","Albert","notKnown","","","Soboul, Albert","","Soboul",""
"http://d-nb.info/gnd/118689088","1893-11-14","1973-05-22","Carlo Emilio","male","","","Gadda, Carlo Emilio","","Gadda",""
"http://d-nb.info/gnd/174034180","1966-01-01","","David X.","notKnown","","","Cohen, David X.","","Cohen",""
"http://d-nb.info/gnd/121099571","1826-01-01","1887-01-01","Dinah Maria Mulock","female","","","Craik, Dinah Maria Mulock","","Craik",""
"http://d-nb.info/gnd/128494239","1886-01-15","1941-02-18","Edward Theodore","male","","","Newell, Edward Theodore","","Newell",""
"http://d-nb.info/gnd/118530003","1926-12-21","2015-06-15","Elisabeth","notKnown","","","Elliot, Elisabeth","","Elliot",""
"http://d-nb.info/gnd/123973716","1680-01-01","1740-01-01","Ephraim","notKnown","","","Chambers, Ephraim","","Chambers",""
"http://d-nb.info/gnd/11857390X","1926-02-24","2013-09-12","Erich","male","","","Loest, Erich","","Loest",""
"http://d-nb.info/gnd/1028639236","1880-01-01","1950-01-01","Ernest","male","","","Poole, Ernest","","Poole",""
"http://d-nb.info/gnd/119175665","1894-12-08","1930-12-08","Florbela","female","","","Espanca, Florbela","","Espanca",""
"http://d-nb.info/gnd/118531255","1635-01-01","1691-01-01","George","notKnown","","","Etherege, George","","Etherege",""
"http://d-nb.info/gnd/119200244","1929-04-23","","George","male","","","Steiner, George","","Steiner",""
"http://d-nb.info/gnd/118976680","1935-06-07","2012-03-28","Harry","male","","","Crews, Harry","","Crews",""
"http://d-nb.info/gnd/120485311","1952-01-01","2017-01-01","Helen","female","","","Dunmore, Helen","","Dunmore",""
"http://d-nb.info/gnd/118720023","1887-04-22","1951-07-06","James Norman","male","","","Hall, James Norman","","Hall",""
"http://d-nb.info/gnd/118788876","1849-10-07","1916-07-22","James Whitcomb","notKnown","","","Riley, James Whitcomb","","Riley",""
"http://d-nb.info/gnd/119390566","1937-12-11","2016-03-26","Jim","notKnown","","","Harrison, Jim","","Harrison",""
"http://d-nb.info/gnd/119101211","1944-07-16","1987-07-17","Jörg","male","","","Fauser, Jörg","","Fauser",""
"http://d-nb.info/gnd/103220348","1843-01-01","1903-01-01","Konstantin M.","notKnown","","","Stanjukovič, Konstantin M.","","Stanjukovič",""
"http://d-nb.info/gnd/120631520","1910-01-01","1974-01-01","Lionel Thomas Caswell","notKnown","","","Rolt, Lionel Thomas Caswell","","Rolt",""
"http://d-nb.info/gnd/122312112","1963-01-01","","Malcolm","notKnown","","","Gladwell, Malcolm","","Gladwell",""
"http://d-nb.info/gnd/127425748","1893-01-01","1980-01-01","Margaret Isabel","notKnown","","","Cole, Margaret Isabel","","Cole",""
"http://d-nb.info/gnd/12751015X","1857-02-23","1945-01-13","Margaret Wade Campbell","notKnown","","","Deland, Margaret Wade Campbell","","Deland",""
"http://d-nb.info/gnd/118628852","1927-03-24","","Martin","male","","","Walser, Martin","","Walser",""
"http://d-nb.info/gnd/1036237850","1969-09-12","","Max","notKnown","","","Boot, Max","","Boot",""
"http://d-nb.info/gnd/118645803","1895-01-01","1956-01-01","Michael","notKnown","","","Arlen, Michael","","Arlen",""
"http://d-nb.info/gnd/118784781","1864-01-01","1937-01-01","Paul Elmer","notKnown","","","More, Paul Elmer","","More",""
"http://d-nb.info/gnd/118650874","1790-01-19","1855-07-21","Per Daniel Amadeus","male","","","Atterbom, Per Daniel Amadeus","","Atterbom",""
"http://d-nb.info/gnd/119501228","1903-01-01","1974-01-01","Rabbe Arnfinn","male","","","Enckell, Rabbe Arnfinn","","Enckell",""
"http://d-nb.info/gnd/118803298","1907-08-17","2000-11-15","Roger","notKnown","","","Peyrefitte, Roger","","Peyrefitte",""
"http://d-nb.info/gnd/118679074","1940-01-01","","Régis","male","","","Debray, Régis","","Debray",""
"http://d-nb.info/gnd/118667173","1913-10-07","1987-11-30","Simon","notKnown","","","Carmiggelt, Simon","","Carmiggelt",""
"http://d-nb.info/gnd/119110725","1936-10-21","2008-08-06","Simon","male","","","Gray, Simon","","Gray",""
"http://d-nb.info/gnd/172762359","1936-01-01","","Stefan","male","","","Canev, Stefan","","Canev",""
"http://d-nb.info/gnd/115700498","1946-01-01","","Susanna","notKnown","","","Moore, Susanna","","Moore",""
"http://d-nb.info/gnd/130675695","1907-01-01","1983-01-01","Sydney","notKnown","","","Box, Sydney","","Box",""
"http://d-nb.info/gnd/124097596","1957-01-01","","Tanya","notKnown","","","Huff, Tanya","","Huff",""
"http://d-nb.info/gnd/119491028","1964-12-19","","Thomas","male","","","Brussig, Thomas","","Brussig",""
"http://d-nb.info/gnd/11909780X","1894-01-01","1972-01-01","Violet Keppel","notKnown","","","Trefusis, Violet Keppel","","Trefusis",""
"http://d-nb.info/gnd/1055113908","1852-01-01","1941-01-01","John","notKnown","","","Oxenham, John","","Oxenham",""
"http://d-nb.info/gnd/118859145","1924-05-03","2000-09-22","Yehudah","male","","","ʿAmiḥai, Yehudah","","ʿAmiḥai",""
"http://d-nb.info/gnd/132158531","1913-01-01","1974-01-01","Alan N. L.","notKnown","","","Munby, Alan N. L.","","Munby",""
"http://d-nb.info/gnd/119017164","1935-01-01","2015-01-01","André Philippus","notKnown","","","Brink, André Philippus","","Brink",""
"http://d-nb.info/gnd/117517062","1861-01-01","1933-01-01","Arthur Cushman","male","","","McGiffert, Arthur Cushman","","McGiffert",""
"http://d-nb.info/gnd/118623672","1882-02-25","1969-03-04","B.","male","","","Traven, B.","","Traven",""
"http://d-nb.info/gnd/118756311","1825-01-01","1878-01-01","Bayard","male","","","Taylor, Bayard","","Taylor",""
"http://d-nb.info/gnd/123291518","1965-01-01","","Chang-rae","notKnown","","","Lee, Chang-rae","","Lee",""
"http://d-nb.info/gnd/119554895","1835-02-08","1917-03-08","Eduardo","male","","","Pondal, Eduardo","","Pondal",""
"http://d-nb.info/gnd/175242739","","","DUTTON","","","","COOK, DUTTON","","COOK",""
"http://d-nb.info/gnd/128434600","1918-01-01","1968-01-01","Edwin","notKnown","","","O'Connor, Edwin","","O'Connor",""
"http://d-nb.info/gnd/116005815","1761-06-14","1835-10-04","Ernst Christian Wilhelm","male","","","Ackermann, Ernst Christian Wilhelm","","Ackermann",""
"http://d-nb.info/gnd/11865716X","1924-01-01","1993-01-01","Eugen","notKnown","","","Barbu, Eugen","","Barbu",""
"http://d-nb.info/gnd/124986242","1899-01-01","1981-01-01","Frances A.","notKnown","","","Yates, Frances A.","","Yates",""
"http://d-nb.info/gnd/101697546","1870-01-01","1918-01-01","Francis G.","male","","","Fowler, Francis G.","","Fowler",""
"http://d-nb.info/gnd/11856515X","1921-05-29","1999-10-02","Heinz G.","male","","","Konsalik, Heinz G.","","Konsalik",""
"http://d-nb.info/gnd/121446433","1719-03-27","1793-08-17","Henri-Joseph","male","","","Du Laurens, Henri-Joseph","","Du Laurens",""
"http://d-nb.info/gnd/142425508","1928-01-01","","Hūšang","male","","","Ibtihāǧ, Hūšang","","Ibtihāǧ",""
"http://d-nb.info/gnd/118677268","1839-01-01","1889-01-01","Ion","notKnown","","","Creangă, Ion","","Creangă",""
"http://d-nb.info/gnd/115362037","1942-01-01","","Jack","male","","","Miles, Jack","","Miles",""
"http://d-nb.info/gnd/101131038","1822-01-01","1885-01-01","John F.","notKnown","","","Campbell, John F.","","Campbell",""
"http://d-nb.info/gnd/125990944","1862-01-01","1922-01-01","John Kendrick","notKnown","","","Bangs, John Kendrick","","Bangs",""
"http://d-nb.info/gnd/115690077","1944-06-11","","Marjorie B.","female","","","Garber, Marjorie B.","","Garber",""
"http://d-nb.info/gnd/120908069","1948-01-01","","Mark","male","","","Kurlansky, Mark","","Kurlansky",""
"http://d-nb.info/gnd/119398281","1880-01-01","1948-01-01","Montague","notKnown","","","Summers, Montague","","Summers",""
"http://d-nb.info/gnd/120740656","1908-01-01","1980-01-01","Olivia","notKnown","","","Manning, Olivia","","Manning",""
"http://d-nb.info/gnd/118571893","1878-11-27","1945-04-10","Paul","male","","","Leppin, Paul","","Leppin",""
"http://d-nb.info/gnd/122314263","1925-01-01","2006-01-01","Pramoedya Ananta","male","","","Toer, Pramoedya Ananta","","Toer",""
"http://d-nb.info/gnd/120461234","1961-01-01","","Rick","notKnown","","","Moody, Rick","","Moody",""
"http://d-nb.info/gnd/118658883","1806-02-05","1854-01-23","Robert Montgomery","male","","","Bird, Robert Montgomery","","Bird",""
"http://d-nb.info/gnd/119282038","1915-09-04","2007-08-16","Roland","male","","","Mathias, Roland","","Mathias",""
"http://d-nb.info/gnd/118953222","1860-01-01","1914-01-01","Samuel R.","notKnown","","","Crockett, Samuel R.","","Crockett",""
"http://d-nb.info/gnd/100061028","1762-01-01","1837-01-01","Samuel Egerton","notKnown","","","Brydges, Samuel Egerton","","Brydges",""
"http://d-nb.info/gnd/119290634","1863-09-08","1943-09-01","William W.","male","","","Jacobs, William W.","","Jacobs",""
"http://d-nb.info/gnd/136409342","1909-01-01","1977-01-01","Dulu","male","","","Wang, Dulu","","Wang",""
"http://d-nb.info/gnd/11850939X","1892-09-16","1964-09-04","Werner","male","","","Bergengruen, Werner","","Bergengruen",""
"http://d-nb.info/gnd/118937197","1922-04-09","2005-05-24","Carl","male","","","Amery, Carl","","Amery",""
"http://d-nb.info/gnd/119186934","1906-07-06","1990-10-20","Colette","female","","","Audry, Colette","","Audry",""
"http://d-nb.info/gnd/109720040","1906-04-20","1944-04-26","Gyeong ae","female","","","Gang, Gyeong ae","","Gang",""
"http://d-nb.info/gnd/118639420","1941-01-01","","Ji ha","male","","","Gim, Ji ha","","Gim",""
"http://d-nb.info/gnd/118802569","1907-08-12","1995-01-17","Miguel","male","","","Torga, Miguel","","Torga",""
"http://d-nb.info/gnd/143305697","1952-01-01","1994-01-01","","female","","Parvīn Šākir","Parvīn Šākir","","",""
"http://d-nb.info/gnd/118579266","1897-12-15","1978-04-25","Zenta","female","","","Mauriņa, Zenta","","Mauriņa",""
"http://d-nb.info/gnd/1056421878","1937-01-01","1992-01-01","Agustín","notKnown","","","Cueva Dávila, Agustín","","Cueva Dávila",""
"http://d-nb.info/gnd/124563236","1910-02-10","1988-08-20","Joan G.","notKnown","","","Robinson, Joan G.","","Robinson",""
"http://d-nb.info/gnd/1037426991","1977-01-01","","Laša","male","","","Buġaje, Laša","","Buġaje",""
"http://d-nb.info/gnd/143989219","","","Stanley A.","","","","Pranin, Stanley A.","","Pranin",""
"http://d-nb.info/gnd/1020743859","1988-01-01","","Veronica","female","","","Roth, Veronica","","Roth",""
"http://d-nb.info/gnd/11885142X","1884-01-01","1958-01-01","Yahya Kemal","notKnown","","","Beyatlı, Yahya Kemal","","Beyatlı",""
"http://d-nb.info/gnd/12133080X","1888-01-01","1962-01-01","Nina Wilcox","notKnown","","","Putnam, Nina Wilcox","","Putnam",""
"http://d-nb.info/gnd/140026053","1880-01-01","1956-01-01","Richard","male","","","Schayer, Richard","","Schayer",""
"http://d-nb.info/gnd/128867949","1925-10-01","2004-03-12","Finn","notKnown","","","Carling, Finn","","Carling",""
"http://d-nb.info/gnd/121283631","1897-01-01","1971-01-01","Brice","notKnown","","","Parain, Brice","","Parain",""
"http://d-nb.info/gnd/100940366","0972-01-01","1026-01-01","","notKnown","Leodiensis","Ecbertus","Ecbertus, Leodiensis","","",""
"http://d-nb.info/gnd/114190526","1902-01-01","1974-01-01","Giorgio","notKnown","","","De Santillana, Giorgio","","De Santillana",""
"http://d-nb.info/gnd/118779893","1719-01-30","1783-07-06","Magnus Gottfried","male","","","Lichtwer, Magnus Gottfried","","Lichtwer",""
"http://d-nb.info/gnd/107592630","1919-03-18","2001-06-14","Miroslav","notKnown","","","Marcovich, Miroslav","","Marcovich",""
"http://d-nb.info/gnd/120991586","1960-01-01","","Zehra","female","","","Çırak, Zehra","","Çırak",""
"http://d-nb.info/gnd/129402109","1977-01-01","","Akira","female","","","Kuroda, Akira","","Kuroda",""
"http://d-nb.info/gnd/1041312687","1956-01-01","","Andrea","female","","","Beck, Andrea","","Beck",""
"http://d-nb.info/gnd/140401873","1951-01-01","","Ann","notKnown","","","Biderman, Ann","","Biderman",""
"http://d-nb.info/gnd/10319648X","1953-05-16","","Antōnēs","male","","","Phōstierēs, Antōnēs","","Phōstierēs",""
"http://d-nb.info/gnd/139743340","1972-09-04","","Barry L.","male","","","Levy, Barry L.","","Levy",""
"http://d-nb.info/gnd/1031658289","1972-01-01","","","notKnown","","Bob Ong","Bob Ong","","",""
"http://d-nb.info/gnd/123215919","1621-01-01","","Constance Aston","female","","","Fowler, Constance Aston","","Fowler",""
"http://d-nb.info/gnd/106373021X","1858-01-01","1942-01-01","Edward","male","","","Prime-Stevenson, Edward","","Prime-Stevenson",""
"http://d-nb.info/gnd/114969167","","","Elizabeth","female","","","Buchan, Elizabeth","","Buchan",""
"http://d-nb.info/gnd/1028210248","1979-01-01","","Florian","male","","","Zeller, Florian","","Zeller",""
"http://d-nb.info/gnd/123373409","1795-01-01","1862-01-01","Frédéric","notKnown","","","Courcy, Frédéric de","de","Courcy",""
"http://d-nb.info/gnd/119139219","","","Gabriel","notKnown","","","Foigny, Gabriel de","de","Foigny",""
"http://d-nb.info/gnd/174175736","1929-12-04","","George","notKnown","","","Ancona, George","","Ancona",""
"http://d-nb.info/gnd/118912445","1891-04-04","1961-04-07","Giani","male","","","Stuparich, Giani","","Stuparich",""
"http://d-nb.info/gnd/127199764","1907-01-01","","Harry Chandler","notKnown","","","Elliott, Harry Chandler","","Elliott",""
"http://d-nb.info/gnd/121900479","1956-01-01","","Hikaru","notKnown","","","Okuizumi, Hikaru","","Okuizumi",""
"http://d-nb.info/gnd/124022065","1855-01-01","1920-01-01","Howard Overing","notKnown","","","Sturgis, Howard Overing","","Sturgis",""
"http://d-nb.info/gnd/100948456","","1185-01-01","","notKnown","Belethus","Johannes","Johannes, Belethus","","",""
"http://d-nb.info/gnd/1067153276","1970-01-01","","Jenna","female","","","Blum, Jenna","","Blum",""
"http://d-nb.info/gnd/1033876518","1984-01-01","","Jenna Miscavige","female","","","Hill, Jenna Miscavige","","Hill",""
"http://d-nb.info/gnd/119206609","1931-01-01","","Kikē","female","","","Dēmula, Kikē","","Dēmula",""
"http://d-nb.info/gnd/124213642","1922-01-01","1997-01-01","Lotte","notKnown","","","Motz, Lotte","","Motz",""
"http://d-nb.info/gnd/1044845503","1811-12-04","1872-09-05","Léon","male","","","Laya, Léon","","Laya",""
"http://d-nb.info/gnd/1062222210","1917-08-08","2008-03-06","Malvin","male","","","Wald, Malvin","","Wald",""
"http://d-nb.info/gnd/103948775","1899-01-01","1967-01-01","Margaret","notKnown","","","Larkin, Margaret","","Larkin",""
"http://d-nb.info/gnd/124469280","1946-01-01","2008-01-01","Margarita","female","","","Karapanu, Margarita","","Karapanu",""
"http://d-nb.info/gnd/1036273288","1894-05-12","1975-08-04","Marguerite","female","","","Steen, Marguerite","","Steen",""
"http://d-nb.info/gnd/103164294","1947-01-01","","Maria","female","","","Laïna, Maria","","Laïna",""
"http://d-nb.info/gnd/124383149","1940-01-01","","Michalēs","male","","","Phakinos, Michalēs","","Phakinos",""
"http://d-nb.info/gnd/118959891","1889-01-01","1962-01-01","Saisei","notKnown","","","Murō, Saisei","","Murō",""
"http://d-nb.info/gnd/124183212","","","Nancy","notKnown","","","Pickard, Nancy","","Pickard",""
"http://d-nb.info/gnd/143295330","1938-01-01","","Nine","female","","","Moati, Nine","","Moati",""
